검색키워드,제목,추천,비추천,작성일,작성자,본문내용,댓글입력일,댓글내용,추천/반대
,,,,,,,2022-03-10 09:23:29,"기분이 많이 상하셨군요 ~ 딴에는 좋은 방식을 한건데, 비난당했으면 충분히 놔두라는 것도 괜찮겠네요 ~ 새롭게 꾸려서 새롭게 잘 할 수도 있겠지만 혹여나 못하면 그것밖에 못해라고 하면서 비꼬고 가뜩 힘든데 발 걸어 넘기는 것은 속시원하겠지요 ~ 그런데 둘다 이득될게 없다는 것 ~ 그러니 먼저 잘 할 수 있도록 길을 열어주시고 잘하면 박수쳐주고, 못하면 질타할 수 있지만, 마구잡이 몰아쳐좠자, 아무 생각도 없을지도 몰라요 ~ 그럴때에는 훈수를 둬 주는 것도 좋겠지요 ~ 만약 비꼬듯이 해보라는 식은 구태의연한 방식으론 영원히 기회가 오지 않을 수 있어요 ~",0/0
원전,탈원전 찬성하십니까,65,11,2021-06-06 19:18:31,naver - ***,식목일에 나무를 심는 퍼포먼스로 이목을 끌었던 것 같긴 합니다만 별개로 우리나라에서 원전은 필수적입니다. 신재생 에너지에 찬양적인 반응은 어느정도 인정할 수 있지만 같이 사용하며 차차줄여가는 것이 아닌 탈원전 자체를 선동하는 것은 산업침체기를 시작하겠다는 것. 안그래도 경제가 이 모양인데 탈원전으로 아예 나라 미래를 망쳐버리겠다는 것입니다. 그럼에도 겉보기에만 좋으려 이미지 관리밖에 못되는 탈원전 정책을 펴는 것은 옳지 않다고 생각합니다.,2021-12-31 05:28:48,동의합니다,0/0
,,,,,,,2021-11-23 07:48:23,동의합니다,0/0
,,,,,,,2021-11-19 08:13:22,동의합니다,0/0
,,,,,,,2021-10-04 13:27:57,동의합니다,0/0
,,,,,,,2021-10-02 17:43:21,탈원전 반대,0/0
,,,,,,,2021-09-28 06:50:56,대한민국에서 수출 효자 상품중 가장 가성비 높은 기술이 원전입니다,0/0
,,,,,,,2021-09-05 13:57:02,"탈원전 해야할 이유를 모르겠고, 북에는 원전건설해준다면서 무슨이유로 탈원전하려는지 이유를 모르겠다. 또한 세계 최고의 원자로 기술 더욱 발전시켜야지요. 탈원전 반대합니다.",0/0
,,,,,,,2021-08-12 15:38:23,탈원전반대합니다,0/0
,,,,,,,2021-07-08 11:43:17,반대합니다,0/0
,,,,,,,2021-07-07 23:30:38,탈원전 반대합니다,0/0
,,,,,,,2021-07-07 19:00:53,탈 원전 반대합니다 ㆍ원전 유지 찬성,0/0
,,,,,,,2021-07-06 13:13:48,탈원전 반대합니다,0/0
,,,,,,,2021-07-06 13:03:07,탈원전반대 무능한 문재인정부,0/0
,,,,,,,2021-07-01 12:29:43,탈원전 반대,0/0
,,,,,,,2021-06-30 14:18:32,똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다.,0/0
,,,,,,,2021-06-30 14:18:30,똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다.,0/0
,,,,,,,2021-06-30 14:18:27,똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다.,0/0
,,,,,,,2021-06-30 14:18:24,똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다.,0/0
,,,,,,,2021-06-30 14:18:21,똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다. 똥물세례 받을놈들. □□□□□□□□□□□□ 더불어민주당은 반국가정당이다. □□□□□□□□□□□□ 반국가특별인명사전을 만들어야한다. □□□□□□□□□□□□ 국민은 그들에게 똥물세례를 보네야한다. □□□□□□□□□□□□ 김원웅사무실은 똥물세례를 받았다. □□□□□□□□□□□□ 문재인너는 국민을배신한 역적이다. □□□□□□□□□□□□ 청와대는 똥물을받을 준비가되었는가? □□□□□□□□□□□□ 조국놈가족은 스티브유처렴 이땅에서 추방해야한다. 반국가정당 민주당인명사전을통해 인적청산을해야한다.,0/0
