검색키워드,제목,추천,비추천,작성일,작성자,본문내용,댓글입력일,댓글내용,추천/반대
,,,,,,,2020-11-26 10:44:48,동의합니다,0/0
,,,,,,,2020-11-26 10:44:45,동의합니다,0/0
,,,,,,,2020-11-26 10:44:43,동의합니다,0/0
,,,,,,,2020-11-26 10:44:41,동의합니다,0/0
,,,,,,,2020-11-26 10:44:38,동의합니다,0/0
,,,,,,,2020-11-26 10:44:35,동의합니다,0/0
,,,,,,,2020-11-26 10:44:33,동의합니다,0/0
,,,,,,,2020-11-26 10:44:30,동의합니다,0/0
,,,,,,,2020-11-26 10:44:27,동의합니다,0/0
,,,,,,,2020-11-26 10:44:24,동의합니다,0/0
,,,,,,,2020-11-26 10:44:22,동의합니다,0/0
,,,,,,,2020-11-26 10:44:20,동의합니다,0/0
,,,,,,,2020-11-26 10:44:17,동의합니다,0/0
,,,,,,,2020-11-26 10:44:15,동의합니다,0/0
,,,,,,,2020-11-26 10:44:13,동의합니다,0/0
,,,,,,,2020-11-26 10:44:10,동의합니다,0/0
,,,,,,,2020-11-26 10:44:08,동의합니다,0/0
,,,,,,,2020-11-26 10:44:05,동의합니다,0/0
,,,,,,,2020-11-26 10:44:02,동의합니다,0/0
,,,,,,,2020-11-26 10:43:56,동의합니다,0/0
,,,,,,,2020-11-26 10:43:54,동의합니다,0/0
,,,,,,,2020-11-26 10:43:51,동의합니다,0/0
,,,,,,,2020-11-26 10:43:48,공감합니다,0/0
,,,,,,,2020-11-26 10:43:42,동의합니다,0/0
기후변화,"★경자년(庚子年), 庚子五賊 前(전) 上書(상서)",13,1,2020-09-01 21:23:32,naver - ***,"- 영남양민嶺南 良民 K아무개 배상
본디 배움이 부족하지만, 눈보라 같은 民草의 삶을 五賊이라 등용된 올리는 전(前)상서 이오니
부디 글의 문맥이 부실하더라 늘 하시듯이 , 또 탓하거나 읍박하지 마시고, 사실관계와 백성의 마음 '목민'으로 살피시고 종묘 사직의 존망을 돌아 보십시오.
다산 정약용 선생께서는 '牧民心書'에서 '수령은 무릇 자기가 베푼 것은 말도 하지 말고 덕을 주었다는 표정도 짓지
말며 다른 사람에게 이야기도 하지 말 것이다. 또한 전임자의 허물도 말하지 말 것이다'라고 말씀 하셨는데,
어찌하여 五賊께서는 조국의 경제 난經濟難 도 전임자의 탓이요, 가옥의 가격이 약 300여년전으로 환산하면
700냥 이상씩 급등한 것도 전임자 탓이요, 외교적 외톨이가 된 것도 전임자 탓이요, 4차 산업혁명의
궤도에서 벗어나는 규제 천국도 전임자 탓이요. 그렇다면 五賊이라고 등용된 자들이 전임자 보다
더 잘되게 해결 한 것은 무엇입니까?
五賊들과 한 배를 탓다고 맥아로 빚은 술을 기울리던 위정자들은 이 땅의 부녀자들을 능멸하였고,
탕평과 중용, 화해와 화합은 온대간데 없고, 위정자들의 당파 싸움을 넘어서
민초 간(지역간, 세대간, 성별간,심지어 술자리의 친구들까지)찢어 놓은 갈등을 조장한 것은
죄인의 사지와 머리를 소에 묶어서 사지를 찢는 잔인한 형벌인 거형(車衡)을 온 국민의 가슴에
벌한 것과 무엇이 다릅니까?
무릇, 조직과 국가는 크기와 관계 없이 그 안의 구성원들간의 갈등은 있을 수 있으나,
그 조직과 국가의 리더십은 갈등을 조장하거나, 편파하거나,회피할 것이 아니라
서로 상생하고 갈등이 건전하게 흘러 가도록 관리하고 견인하는 것이 리더십의 핵심 요체인데,
과연 五賊과 그들의 충성을 받는 군주는 그 소임을 다하였습니까?
아니면, 그 갈등의 중심에 있으신 겁니까? 명확하게 하교하고 설명해 주십시오.
또한 다산 선생님은 관직에 있는 자와 리더는 겸손하고 인정해야 한다고 그렇게 거듭 말씀 하셨는데,
치적治績을 알리기에 바쁘거나, 치적을 더 포장하는 자는 재등용 하시옵고,
경제난에 대하여 스스로 성찰하고 반성한 김*연 같은 학자는 물러나는 인사.
치적이 아닌 것도 둔갑 시키는 재주꾼 탁아무개가 '홍보가 무엇인가?'에 대하여 반민교사 해 주시니
양민들은 누구를 믿고 월급을 모우고 이 땅에서 버티고 사랑하고 살아가야 합니까?
군주의 치적을 과장 빌딩하고, 숭배하는 자들의 중심으로 , 관직이 구성도 탐해지는
국가의 시스템과 문화!! 이것이 민주주의의 탈을 쓴 전제군주제와 다른 것이 무엇인지?
본질적으로 무엇이 다른지? 이 놈이 무지하여 소상하게 가르쳐 주십시오.
한반도, 우리 땅에는 양조용 포도가 자라기 힘든 떼루아, 환경 입니다.
일조량이 지중해 인근에 비하여 충분하지 못하고, 사계절이 뚜렷한데다가
기후변화로 우천도 더욱 잦아지고 있기에, 포도의 당도가 양조용 포도에 미치지 못하기
때문 입니다. 또한 우리 땅은 평야 보다는 크고 작은 산맥 중심으로 숨쉬고 있고
그 산맥 기슭에서 고을이 생기고 터널이 나는 지형 입니다.
그런데, 어찌하여 그 많은 성장동력 아이디어 중 '태양광'이셨습니까? 군주와 五賊은 이땅의 지형지리를
정녕 이해 하시고 하신 겁니까?
五賊과 어울리는 무리 중 일부는 '유엔사 무족보'라고 제창하는데, 정녕 대한민국의 역사를
반쪽만 바라보시는 겁니까? 군주는 멀리보기,톺아보기를 해야 하지 않으시렵니까?
루이16세를 단두대로 보내고, 프랑스 대혁명을 이끌었던 인기 위정자 '로베스피에르'는
시민들의 인기를 더 얻고자, 우유값을 강제로 규제하였고, 그 결과 목축업자들이 도살하니
이번에는 사료값을 상한제를 했습니다.
결과적으로 우유값은 10배로 뛰었고, 인기 위정자 '로베스피에르'역시 조롱을 받으면서
단두대로 갔습니다. 왜 역사의 데칼코마니를 이해 하지 못하시고 들을려고 하지 않으시는 겁니까?
따뜻한 가슴과 차가운 머리로 국가를 성장하게 하고 실리외교를 해야 하는데,
어찌하여 보고자 하는 것만 보시는 겁니까?
중국 방문시 우리 기자단의 구타사건이 일본에서 일어 났다면 어떻게 대응하셨겠습니까?
중국은 일대일로 및 역사왜곡을 엄청나게 하고 있고, 조국의 기술 탈취도 그들이 가장 많이 하고
있습니다. LCD 글로벌 NO.1이 LG디스프레이어 였는데, 지금 중국에 강탈 당한 것은 아십니까?
미중 전쟁에서도 순망치한 인데, 왜 편파적인 시각으로 보시는 것입니까?
순망치한에서 '순'은 우리의 동맹 입니다.
성장과 복지는 균형이 있어야 합니다. 우리 조국은 잘 성장하다가 '중위권 함정과 늪'에 빠져 있습니다.
'예전 보다 좀 잘 살게 되었다'라는 착각에 사치를 하는 것과 같은 것입니다.
혁신은 온대간데 없고, 혁신기업과 혁신 인재들은 실리콘 밸리와 대륙으로 이탈 중입니다.
그런데도 복지만 생각하시고, 분배만 생각하시고, 감성에만 호소하실 겁니까?
역사에 어떻게 기억되시길 원하십니까?
따뜻한 가슴과 냉철한 머리의 리더십으로 난국을 헤쳐나가고 국민을 화통시키셔야 합니다.
따뜻한 가슴마져도 변질되고 군주가 국민과 대립하고 대결하는 형태는 이 나라에 도움이 되지 못하는
처신 입니다.
임기가 얼마 남지 않았다고 , 마음이 급하다고 , '내가 아니면 안된다. 우리가 아니면 안된다.'라는 자세로
숙의해야 할 것들을 급행열차에 태우시면, 디테일의 소홀로 그 열차는 중요 톱니바퀴, 나사가 풀린채로
출발하다가 대형사고로 이어 집니다.
그 참사에 조국의 민초들을 정녕 태우실 겁니까?",2020-09-07 20:16:04,들을 귀 있는자는 들어라,0/0
기후변화,한국 기상청 예보에 대해서 사이비교회.의사들기타등등,3,0,2020-08-27 09:04:59,naver - ***,"한국 기상청 예보에 대해서 사이비교회.의사들기타등등
이번 태풍피해가 적어서 좋다고 볼수도 있지만
반대로 보면 별거아니라고 했다고 피해를 크게 볼수있다는거다.
한국 기상청 날씨예보가 너무 안맞는다.
기후변화때문이라고 핑계를 되지만
기후변화가 크기때문에 오히려 더 예보가 맞아야
피해를 줄이겠지.
다른나라 기상청중에서는 그럭저럭한 기상청도 있는데
왜 한국 기상청을 이러고 있을까?
고치지 못한다는거지.
기상청이 이상한단체라고 단정짓기는 그렇지만
문제가 있으면 고쳐야지
문제는 고쳐서 줄어야 판단하는거다.
지금 한국의 문제를 만드는 다른단체들을 보면서(기상청과 별개로 봐도)
가끔 생각하는게 옛날 독재는 경제적으로도 문제였지만
인식적으로 문제를 만들었다고 생각한다.
판단못한다는게 다른 영향도 있겠지만
왜 한국안에서만 그런 단체가 그러고 있는걸까?
다른나라 일반종교와 한국의 보수?교회는 틀리다.
다른나라도 이상한 종교도 있지만 한국에서처럼 주류종교가 그러고 있지는않지
다른나라 일반의사들과 한국의사들은 틀리지.
다른나라도 일부의사들이 판단못하지만
한국 의사들처럼 대부분이 그러고 있지는 않다.
단체가 문제가 있는데 고치지 못한다는건
인식이 저해됐다고 볼수있는거다.
지금 문제가 되고 있는
보수?교회 의사단체들
다른 나라도 어느정도 문제가 있지
문제가 없는건 아니다.
근데 문제를 크게 만드는 단체에서
고치지않는다는건 판단을 못하는 사람들이 큰소리친다는거다.
판단을 못하는 사람들이 영향력이 크면
그 단체는 집단이기주의에 빠진다.
사이비교회에서 전염병을 퍼뜨리고
의사들은 전염병이 퍼졌는데 그러고 있고
이게 상식적이지 않은거다.
의사들이 그전부터 변화를 외쳤다면
조금이라도 이해가 될수도 있겠지만
근데 변화를 외치지않았지.
이 사람들의 변화는
누구를 위한 변화일까?
어떤 단체든간에
그 나라 사람들을 위해서
일반 사람들을 위해서
변화하는쪽은 그럭저럭한거고
집단 이기주의에 빠져
자신들만 보면서
일반사람들을 파는쪽이 판단못하는거다.
정치.종교.기타등등도 마찬가지지
잘 봐야한다.
그들을 말과행동이 누구를 위해서 그러고 있는지
가끔은 하는척이라도 하는게 없는것보다는 낫다고 생각하지만
누구를 위해서 그렇게 하는지 잘 봐야한다.
이기주의도 문제를 만들지만
집단 이기주의는 문제를 크게 만든다.",,,
기후변화,한국의 다목적댐의 문제와 판단못하는자들의 문제 기타등등,1,0,2020-08-10 09:16:53,naver - ***,"한국의 다목적댐의 문제와 판단못하는자들의 문제 기타등등
다목적댐이라는건 두가지이상의 목적으로 만들어진 댐이다.
한국의 다목적댐은 주로 농업용수.발전.홍수조절?
한국의 다목적댐은 원래의 홍수조절 능력이 있는 댐이 아니다.
우선 한국의 다목적댐이라는건 집중호우가 내리면
홍수조절을 하는게 아니라 댐의 물을 방류하기때문에
오히려 홍수 피해을 입힌다.
판단을 못한다는건 난감한거다
섬진강댐의 문제는 다목적댐이라고
만들었는데
2011년 부터 범람위기가 있었다
그리고 그 문제의 원인이
섬진강댐은 수문이 댐의 정상부에 설치돼 있어
수위가 192.7m를 넘어야만 방류할 수 있다.
계획홍수위에서 불과 5m밖에 여유가 없다.
애초에 홍수조절을 위해서 만든댐이 아니라는거다.
다른 용도를 쓸수는 있겠지만
전라도에서 500mm이상의 집중호우가 내렸을때에는
오히려 댐의 수량을 방류를 해서 문제가 커진거다.
이 문제는 섬진감댐만의 문제도 아니다.
다른지역에서 집중호우가 많이 내릴때에는
주변의 다목적댐이 오히려 댐의물을 방류할수밖에없는
구조?로 되어있는것같다
다 확인 안해봤지만
4대강때 만든 경북에만 있는 4개의 댐들도
말이 다목적댐이지 홍수조절용댐이 아니라는거고
경북에 만약 전라도같이 500mm정도 집중호우가 내렸다면
여기도 큰피해를 받는다는거다.
근데 착각해서 문제를 만든사람들이 잘했다고 하는게
판단못하는 사람들이고
이 판단못하는 사람들때문에 일반 사람들도 피해입고
그 판단못하는 사람들까지 피해를 입는거다.
앞으로 기후변화로 인하여 홍수가 좀 많아질거다
이 문제를 고치지않으면 또 피해을 받을수있다는거다.
문제의 원인을 만든사람들을 좋다고 하면
답이 안나온다.",2020-08-10 09:43:55,"이런 게 과학적인 분석이다, 잘 읽어 봐라! 파이내셜 타임즈 기자와 이준구 교수도 수심 2m면 충분한데 6m로 팠다고 4대강 사업비난하든데 역시 대깨문들은 정치에 미쳐 기자나 교수나 전부 과학을 모르는 미개인들이라는 걸 입증하는군요. 대깨문이 되면 합리적이고 과학적인 사고가 정치에 눌려 마비되는 모양입니다. 6-2=4m 강물은 부피이므로 3제곱해야 견적나옴. 4의 3승=2의 6승=64입방미터로 물함유량이 커졌다는 의미란 건 상식임. 2m를 6m 깊이로 파냈으니 2의 3승 : 6의 3승= 8입방m :216 입방m 로 무려 208 입방m로 물 함유량이 커졌다는 걸 의미함. 이건 과학을 조금이라도 알면 상식임! 이렇게 강바닥의 모래를 수 만톤 안 퍼냈으면 240여개 강의 강물이 넘쳐 흘러 6천 700만 이재민이 발생한 중국처럼 4대강 본류가 넘쳐흘러 한국도 수 백만 이상의 수재민 났을 게 확실! 이런 미개인들이 과학을 알아야 대한민국이 선진국 됨! '강물은 흘러야 한다'는 과학을 모르는 놈들의 고정관념에 불과! '강물은 흘러야 한다.' 가 아니라 '강물은 (과학으로) 관리해야 한다'가 정답임. 그게 삼황오제부터 통치자의 덕목으로 강조해 온 치수(治水)임 강물이 제방을 넘어 마구마구 흐르니 진짜 좋냐? 홍수로 넘쳐흘러 아수라장되는 생지옥이 그렇게 좋냐구? 이 미개한 대깨문들아! 대답 좀 해봐! 이런데도 강물은 관리하는 게 아니라 흘러야 해? 너희들은 언제 인간될럐? 일본의 한 공무원은 빗물을 그냥 흘러보낼 게 아니라 저장장치를 만들어 저장시켜 가뭄 때 쓰게 해 큰 상 받았다. 2001년 부터 이렇게 물을 저장하여 관리하고 있다! 4대강에 건설한 보는 홍수 때도 유용하지만 진짜 큰 재난인 가뭄 땐 더 큰 위력을 발생한다. 몇 년 전 가뭄때은 충남 도시사 안희정이 1000억원 들여 4대강 보에 있는 물을 끌여다 썼다. 대깨문들아 너희들이 대깨문에서 탈피하는 순간 너희들 머리 속에 정치 대신 과학이 스며 든단다!",0/0
,,,,,,,2020-08-10 09:43:12,이런 미개한 사고를 하는 놈이 왜 글은 이따위로 길게 썻냐? 다목적 땜이 물을 방류해 홍수 피해가 나게 한다고? 에라이 아이큐 두 자리야!,0/0
기후변화,기후변화.바이러스 변이로 인한 사람의 피해 의미를 알아야한다 기타등등,2,0,2020-08-08 12:56:08,naver - ***,"기후변화.바이러스 변이로 인한 사람의 피해 의미를 알아야한다 기타등등
기후변화가 단순히 지구의 온도가 올라가거나 내려가는게 아니다.
지금 기후변화는 지구의 온도가 올라가는거지만.
바이러스 변이로 인한 피해는 원래는 그렇게 안되는거였는데
변이를 일으켜서 사람에게 피해를 주는경우인거고
우선 기후변화.바이러스등을 만든 원인은
있는데 판단못하는 사람들이 이익을 위해서가 기본적인 문제다.
이 사람들은 피해에서 상대적으로 안전한 곳에서 있고
상대적으로 없는사람들이 더 많은 피해를 보고 있는거다.
바이러스 변이로 인한 피해는 어느정도 체감?하고 있으니까
넘어가고?
기후 변화의 피해는
홍수(이것도 어느정도 체감?)
가뭄.폭염.곤충의 이상증식으로 인한 질병.식량문제
빙하에 있던 바이러스가 문제가 있는경우 기타등등
이 원인들로 인한 또다른 문제
있는데 판단못하는 사람들로 인한 피해를 막기 위해서라도
독재형태의 있는사람들의 일부를 위해 정책을 만들면 안되는거다.
있는건 나쁜게 아니지만
있는데 판단못하면 사람에게 악이다
그리고 이걸 모르는 판단못하는 사람들이
악을 돕고 있는거다.
경제 중요하지
근데 판단못하고 경제만 보고있으면
그 경제도 마이너스를 만들고
사람의 안전에 마이너스를 만들고
결국엔 전체적으로 마이너스를 만든다.
기후변화로 인한 피해는 생각보다 더 커질수있다
이 있는데 판단못하는 사람들을 막아야한다는거다.",,,
기후변화,판단을 한다는건 원인을 보고 문제를 해결하는거다.,2,0,2020-08-04 09:12:57,naver - ***,"판단을 한다는건 원인을 보고 문제를 해결하는거다.
기타등등있지만
문제는 원인을 보고
문제해결을 하는거고
효과가 있고 부작용이 적은걸 하는거다.
폭우에 대한 언론들을보면
어떤 언론은 원인
즉 기후변화...온난화를 말하면서
왜 폭우등이 생겼는지 말한다
어떤 언론은 피해가 크다는 말뿐인기사
피해큰거 모르는 사람있나?
언론도 정보를 주는곳이다.
정보는 사람에게 도움이 되야하는거다.
플러스가 되야 한다는거다.
쓸데없는 마이너스 누적이 아니다.
지구의 기후가 안좋아진건
소위 있는데 판단못하는 사람들때문이다
이 소위 있는데 판단못하는 사람들의 이익이 위해서?
지구에 사는 대부분의 사람에게 피해를 주고있는거다
있는게 나쁜게 아니다
판단못하는데 많이 가지려고 하는게 나쁜거지.
많이 가진다고해도
판단못하면 행복하지도 못하다
이상한거다.
추가로 검찰총장이 한말은
거의가 다 맞는말이지
다만 잘 판단해야겠지
어느쪽이 독재을 추종하는지
민주주의는 그래도 다수를 위해서
독재는 소수를 위해서
이걸 잘 구분해야한다.
그리고 틀린말은
민주주의는 법의 지배를 받는게 아니다
법도 사람을 위해서 만든거다.
민주주의는 사람을 위해서 생겨난거다.
이념.종교.법.철학 기타등등은
대부분 사람을 위해서 만들어진거고
그러면 사람을 위해서 행해져야지
판단못하는 사람들은 물질적으로 마이너스를 만들고
정신적으로도 마이너스를 만든다
판단을 못하면 옳고 그름을 구분못한다
근데 나아지겠는가?",,,
