검색키워드,검색범위,시작일,단계,참여인원,제목,날짜,좋아요개수,댓글개수,본문내용,참여기간,관련주제,관련지역,태그,댓글내용
기후변화,내용,2020-10-13,종료,4,국가산림 건강성은 어떻게 평가하며 이를 증진시키기 위한 방법에는 어떤 것들이 있을까요?,2020.10.13,4,4,"산림은 목재, 산채, 버섯 등과 같은 산림자원을 통한 경제적 이윤 창출 뿐만 아니라 온실가스 흡수, 공기정화, 자연재해 방지, 산림생물다양성 보존 등 다양한 기능을 하고 있으며, 산림 휴양 및 치유 기능이 알려주면서 숲을 찾는 국민들의 발길이 끊이지 않고 있습니다.
이러한 숲의 기능은 숲이 건강할 때 그 효과가 가장 클 것입니다.
최근 기후변화에 의한 이상기후, 병해충, 산사태 등의 위협요인이 점차 증가함에 따라 건강한 숲에 대한 중요성이 더욱 커지고 있습니다.
국제산림협약이라 할 수 있는 몬트리올 프로세스에서 제시하고 있는 '지속가능한 산림경영'이란 산림이 지닌 생태적, 경제적, 사회적, 문화적 기능을 세대 간 형평성을 고려하여 지속가능하도록 경영한다는 의미로 몬트리올 프로세스에는 지속가능한 산림 경영의 이행여부를 평가하기 위한 7개의 기준이 제시되어 있습니다.
이에 따라 세계 각국은 제1기준인 '생물다양성의 보전'과 제3기준인 '산림생태계의 건강성과 활력 유지'의 평가기준을 적용한 산림건강 조사 지표를 마련하고 이를 실현하기 위한 학술적, 기술적, 정책적 연구를 활발하게 진행하고 있습니다.
미국 등 산림 선진국에서는 산림생태계의 다양성과 건강성 유지 및 증진을 위하여 1980년대부터 국가 산림건강성 모니터링 조사를 실시하고 있으며,
우리나라에서도 2011년 부터 산림보호법 제19조 및 동법 시행령 제10조에 의거하여 매 5년 주기별 국가 산림건강성을 조사하여 평가를 시행하고 있습니다.
우리나라의 경우 분석적 계층화 과정을 통하여 도출된 3개 평가영역(수목활력도, 식생다양성, 토양환경)의 7개 평가지표(수관활력도, 수관급, 형질급, 종다양성, 토양산도, 유기물함량, 유효토심)를 활용하여 산림의 건강활력도를 평가하고 있습니다.
이를 통해 우리나라 산림생태계 건강성에 대한 현재 상태와 잠재적 추이에 대한 객관적인 정보를 수집하여 산림건강성의 변화 양상 및 취약성을 분석, 평가할 수 있으며, 우리나라 산림생태 자원에 대한 질적 가치 증대를 위한 기본자료를 구축할 것으로 기대하고 있습니다.
위에 제시된 평가지표 외에도 산림건강성을 평가하기 위한 지표는 다양한 것들이 있을 것입니다.
산림의 건강성을 평가하기 위한 여러분들이 중요하게 생각하는 항목에는 어떤 것들이 있는지,
국가산림의 건강성을 증진시키기 위하여 우리들이 실천할 수 있는 행동에는 어떤 것들이 있을지에 대한 다양한 생각을 부탁드립니다 :)",2020-10-13~2020-10-27,농림·해양·산림>산림·산촌,,,
기후변화,내용,2020-09-23,종료,2,국산목재의 물질흐름 분석을 통한 목재이용 전략 수립 의견 수렴,2020.10.13,1,2,"국립산림과학원에서는 2021년도 신규과제로 '국산 목재의 환경가치를 반영한 전과정 물질흐름 분석 모델 개발'을 수행하고자 합니다.
기후변화 대응과 신재생에너지 정책으로 목재의 친환경성이 부각되고 있으나, 목재이용량과 국산목재의 자급률이 정체된 상태이며,
공급 중심의 목재생산 유통 정책으로 목재이용의 한계를 맞았습니다. 또한 목재의 효율적인 순환이용에 대한 정책과 사회적 수요에 대응하기 위해
전과정 물질흐름 분석 모델을 활용한 국산목재 고부가가치 용도로의 이용 유도와 친환경성 정량화를 통한 자원순환이용 증진 및 국산목재 경쟁력 제고를
목표로 연구계획을 수립 추진하고자 합니다.
1차 2차의 내용을 정리하여 최종 연구계획에 반영할수 있도록 노력하겠습니다.",2020-10-13~2020-10-13,농림·해양·산림>산림·산촌,,,
기후변화,내용,2020-09-23,종료,1,국산목재의 물질흐름 분석을 통한 목재이용 전략 수립 의견 수렴,2020.10.06,1,1,"국립산림과학원에서는 2021년도 신규과제로 '국산 목재의 환경가치를 반영한 전과정 물질흐름 분석 모델 개발'을 수행하고자 합니다.
기후변화 대응과 신재생에너지 정책으로 목재의 친환경성이 부각되고 있으나, 목재이용량과 국산목재의 자급률이 정체된 상태이며,
공급 중심의 목재생산 유통 정책으로 목재이용의 한계를 맞았습니다. 또한 목재의 효율적인 순환이용에 대한 정책과 사회적 수요에 대응하기 위해
전과정 물질흐름 분석 모델을 활용한 국산목재 고부가가치 용도로의 이용 유도와 친환경성 정량화를 통한 자원순환이용 증진 및 국산목재 경쟁력 제고를
목표로 연구계획을 수립 추진하고자 합니다.
1차 생각의 탄생을 시작으로 의견을 정리하여 최종 연구계획에 반영할수 있도록 노력하겠습니다.",2020-10-06~2020-10-11,농림·해양·산림>산림·산촌,,,
기후변화,내용,2020-10-05,종료,2,정책방향의견 )우리의 지구를 위하여 적극적으로 정책을 밀고 나가는 대한민국이 되어 주세요.,2020.10.05,0,2,"1997
world population: 5.9 Billion
carbon in atmosphere: 360 parts per million
Remaining Wilderness: 46 %
2020
World population: 7.8 billion
carbon in atmosphere: 415 parts per million
대기중 탄소 함유량 415ppm
Remaining Wilderness: 35 %
-
과학자들의 예언.
2030년대 
아마존 우림은 더는 수분을 생산할 수 없는 수준으로 남획되어 건조한 대평원으로 전락하고
종의 대대적인 파멸이 초래되며 
지구의 물 순환에 변화가 옵니다.
북극의 여름에는 얼음을 찾아볼 수 없게 됩니다. 하얀 빙원이 사라지면
태양 에너지를 대기로 반사할 수 없어
지구 온난화가 가속 됩니다.
2040년대
북극전역에서 
동토의 땅이 녹으며
메탄을 방출합니다
이산화탄소보다 몇배나 강력한 온실가스가 
기후변화의 속도를 극적으로 끌어 올립니다.
2050년대
바다의 온도가 꾸준히 오르고 더욱 산성화 되면서
세계 전역의 산호초가 죽습니다.
어류의 개체수가 급강하 합니다.
2080년대
남용으로 인해 토양이 고갈되면서
전 세계 식량 생산이 위기를 맞습니다.
꽃가루를 옮기던 곤충이 사라지고 
날씨를 예측하기란 점점 더 어려워집니다.
 2100년대
지구 온도는 섭씨 4도 더 상승합니다.
지구의 넓은 면적이 살 수 없는 땅으로 변합니다.
사람 수백만 명이 살 곳을 잃습니다.
6번째 대멸종이 착착 진행 되고 있습니다.
우리가 지금 바뀌지 않으면 변화는 돌이킬수 없다고 합니다.
데이비드 애튼버러의 우리의 지구를 위하여 에서 발췌하였습니다. 
데이비드는 자연을 살리는 일이 곧 인간을 살리는 일이라고 얘기 합니다. 
오래 방치 할수록 바꾸는 일은 어려워지므로 하루빨리 제 청원이 해결방안으로 모색 되어 나갔으면 좋겠습니다.
인간은 우리 위에 존재하는 위험한 종이 없으므로 그동안 호사를 누린 종입니다.
그러나 우리가 우리 스스로를 멸종으로 몰아넣게 되리라는 메세지를 데이비드는 던지고 있습니다. 그리고 그것이 사실이라는걸 우리 모두는 알고있지않습니까?
그리고 데이비드는  바꿀수 있는 길을 알려줍니다.
저는 대한민국의 정책이 데이비드의 조언에 따라 변화해야 한다고 생각합니다.
저는 이 영상을 보는 내내 
그래 환경이 심각하지 나도 알아 그런데 내가 뭘 어떻게 하겠어? 우린 힘이 없는걸 
내가 할 수 있는건 아무것도 없는데 결국 답은 이렇게 망가져서 인간들이 사라지는 날이 올 뿐이겠지
라고 생각했습니다. 
데이비드는 답은 무척 간단하다며 해결책을 말합니다.
지구의 안정성을 회복하기 위해 
우리가 생물의 다양성을 되살려야 한다는 겁니다.
우리 손으로 없앴던 바로 그것이지요.
영상을 보시면 아시겠지만 어느 생명체든 지구의 순환과 연결이 되어 있습니다. 
모든 동물과 식물은 상생하는 시스템을 가지고 있지요.
그런데 이기적으로 인간의 삶을 생각하고 살아온 나머지 저희가 동물들의 자리를 빼앗고 결국은 인간을 살기 힘들게 만들고 있습니다.
그것만이 우리가 만든 위기에서 벗어날 유일한 길이라고 합니다.
세계를 다시 야생으로 되돌려야 한다고 말입니다.
세계 생태 복원은 생각 보다 간단하다고 합니다.
우리가 바뀌면 우리 자신은 물론이고 후세에 도움이 됩니다.
지금 부터 100년 후 다시 야생으로 돌아갈 수 있도록 법을 개정해주세요
1.  일정시간이 지나면 지구의 모든 종이 최대 개체수에 도달합니다.
가용 천연자원으로 감당할 수 있는 숫자죠
무엇도 인간을 제한하지 않았기에 인구는 극적으로 증가했습니다.
한국은 현재 인구 문제에 시달리니까  다른 문제점을 안고 있습니다만 ,
의료및 교육의 개선이 된 나라 일수록 사람들의 기대와 기회가 늘어남으로서 출생률이 떨어집니다.
지구의 인구가 안정화 되기 까지 각 나라에서 교육과 의료가 발달해야 한다는 증거입니다. 
우리 나라나 다른 나라 의 빈곤 퇴치를 도울 수록 우리는 우리 세상을 도와가는것이 됩니다. 
세상에 끼치는 영향을 증가 시키지 않으면서 세계의 생활 수준을 향상 하는게 관건이라 합니다.
한국에 생활수준을 위한 정책들을 마련해 주세요
2.  태양에너지 
화석연료 사용을 단계적으로 중단 하는데  분명하고 큰 정책을 세워주세요.
자연의 영구적 에너지로 한국을 운영하게 하는 정책을 크게 내세워 주세요.
모로코는 거의 모든 에너지를 수입 석유와 가스에 의존한 나라입니다.
지금은 재생 에너지 발전망을 통해 가정 소요 전력의 40프로를 충당한다고 합니다.
 사하라사막 한가운데에 남부유럽 직통 케이블릏 깔아 놓았고 세계 최대의 태양광발전소가 있다고 합니다.
2050년이면 모로코가 태양어네지 수출국이 될거라는 의견을 말했습니다.
저희 나라도 좀더 관심을 갖고 태양이나 물 바람 에너지 등등을 적극적으로 더욱 크게 규제에 나서주세요
재생에너지가 세계 유일할 동력원이 되게 돕는 나라가 될수있도록요
3. 건강한 바다.
해양 생태계가 다양할수록 효과가 좋다고 합니다.
어업을 윈윈 효과가 발생할 수 있도록 해주세요 
해양이 건강할 수록 물고기는 더 많아지고 우리가 먹을것도 늘어납니다.
팔라우는 태평양의 섬나라로 산호초에 기반을 둔 어업과 관광업이 주력 산업입니다.
보호 받는 지역의 어류들이 금세 개체수를 회복했고 어획이 허용된 지역으로 퍼져나가서 
현지 어부들의 어획량이 늘어나는 결과가 나왔고  동시에 산호초도 되살아날 수 있었다 합니다. 
저희 바다는 쓰레기 단속부터 법을 강화해주세요. 산호초가 푸른 바다를 만들수 있도록 노력해주세요.
(바다 놀러가면 쓰레기가 장난 아닙니다 법을 강화해야 한다고 주장합니다.)
4.  육지 생태계 복원을 위해서 
농업에 사용하는 면적을 줄이기 입니다. 그래야 자연으로 복원할 공간이 확보된다 네요.
가장 빠르고 효과적인 방법은 우리의 식단 변화 입니다.
고기를 매일 먹는 사람도 있을텐데 우리 인구 중 한명이 이틀에 한번만 고기를 먹어도 온 인구가 그것을 지킨다면 
지구를 지키는데 도움이 될것입니다.
지구에서 대량  육식 동물이 별로 없는 이유는 한마리의 생존을 위해 많은 육식이 필요하기 때문이라 합니다.
지구는 수십억명의 육식주의자를 감당 할수 없어요
그럴만한 공간이 없다 합니다. 
모든 사람이 체식 비중을 늘린다면 지금 쓰는 땅의 절반 만으로도 생존 할 수 있다고 합니다.
네덜란드를 예로 들었습니다.
그렇게 되면 식물 재배에 집중 하기 때문에 땅에서 수확하는 양을 크게 늘릴 수 있다고 합니다.
네델란드는 세계적으로 인구밀도가 높은 국가입니다.
가족 단위로 경영하는 소규모 농장이 다다닥 붙어 있습니다.
그래서 네덜란드 농민들은 면적대비 생산량을 극대화 하는데 전문가라고 합니다.
그리고 갈수록 지속 가능성까지 더 해가고 있어요
2세대에 걸쳐 생상량을 10배로 늘렸지만
그 과정에서 물과 살충제 비료의 사용은 감소했고 찬소 배출량도 줄였죠
면적이 좁은 나라지만 현재 네덜란드는 세계 2위의 식품 수출국입니다
로테크와 하이테크를 결합하면 훨씬 좁은 땅에서 더 많은 식량을 생산하는 것이 전혀 불가능 하지 않다합니다.
식량을 생산하는 공간도 실내로 새롭게 바꿀수 있고요.
정부에서 지원해서 이런식의 재배로 바꿔나가야 한다고 생각합니다. 
그리고 우리가 식단에 채식을 더 비율을 높일수 있도록 변화를 할수 있도록 정부 캠페인을 만들어 주세요.
5. 숲은 우리 지구의 회복에 근간을 이루는 요소
숲은 탄소 배출을 막는 천혜의 기술을 갖고 있다 합니다.
또한 생물 다양성의 중심지 이고요
혹시 한국에서 이루어지는 삼림파괴가 있다면 즉각 중단 할수 있도록 법을 세워주세요
아파트를 짓느라 숲을 없애는것 보다 지금 비어져 있는 공실 된 아파트 들에 대책을 마련하거나 
최대한 숲 보존도를 높이기 위해 정책을 마련해 주세요
대기에서 탄소를 흡수하는 데 효과적인 숲을 보존하는일이 먼저여야 합니다.
코스타리타의 예 처럼 저희도 토종 수목을 심는 조건으로 보조금을 제시 할수 도 있겠구요.
자연은 생명의 비밀을 오래전에 터득 했습니다.
이 세상에서 하나의 종이 번성하려면 
주변의 모든것들이 함께 번성해야 합니다.
우리 종이 맹목적인 성장을 중단 하고 자연과 함께 갈 수 있도록
인류가 살아갈수 있는 접근 방식을 바꾼 지속가능히 번영된 한국을 희망합니다!
땅을 도와가며 이용하는 방법을 찾아가는데 주력해 주세요!! 시간이 별로 없습니다! 
미개한 개인이라 할수 있는게 없어서 사실 모르겠으나 청원하는 글이라도 올려봅니다. 
똑똑하신 분들의 의견들이 모아져서 우리가 변화할수 있는 길이 모색되길 바라는 마음 뿐입니다!
 
 ",2020-10-04~2020-12-03,지역개발>지역균형,,,
기후변화,내용,2020-09-28,종료,2,"멸종위기 고산수종의 개화, 결실 장기조사에 일반국민 누구나 명예과학자로 참여하는 방안",2020.09.28,1,2,"기후변화 현상으로 인해 식물의 피해가 심각한 상황에 있습니다. 전세계 자연보전을 위한 국제기구인 세계자연보전연맹(IUCN)에서 2020년에 발표한 자료에 따르면, 조사된 생물종의 27%가 멸종의 위협에 있고, 그 중 식물의 경우는 조사된 종의 40%가 멸종의 위협에 있다고 하였습니다. 식물이 인류에게 기본적인 생활을 가능하게 하고, 의약품의 원료를 제공한다는 점을 생각하면 식물이 받는 위협은 바로 인류에게 주는 위협이라 할 수 있습니다.
산림청 국립산림과학원에서는 이상기후로 인해 가장 큰 영향을 받는 고산지대 수종에 대한 보존 연구를 수행하고 있습니다.  산림청은 2016년 ""멸종위기 고산지역 침엽수종 보전복원 대책""을 마련하였고, 멸종위기 고상 침엽수종 실태조사를 시작으로 고산지역 현황 조사, 현지 내외 보전, 피해지 복원 등 많은 과제를 수행하고 있습니다.
고산수종을 보존하기 위해서 국립산림과학원에서는 현지외 보존 연구를 수행하고 있습니다. 식물이 서식지에서 살아가는 것이 어려울 때 서식지 이외의 장소에서 키우거나, 종자를 보존하여 서식지가 파괴되면 복원의 재료러 쓰기 위해서입니다. 고산수종의 보존을 위한  종자를 채취하기 위해서는 종자의 성숙시기를 예측하고, 기상에 따른 종자의 성숙 상태를 예측하는 일이 아주 중요합니다. 정확한 예측을 통해 그 해 종자의 상태를 파악하여 적절한 장소에서 종자를 채취할 수 있기 때문입니다. 정확한 예측을 위해서는 언제 꽃이 피고, 언제 수정이 되며, 언제 열매가 성숙하는지, 병충해 피해는 없는지 모니터링하는 것이 필요합니다.
하지만 식물은 대부분 비슷한 시기에 꽃이 피고 종자가 성숙하기 때문에 한정된 연구인력으로 우리나라의 한라산, 지리산, 설악산 등 높은 산들을 일시에 조사하기에는 무리가 있습니다.
국민여러분은 이 문제에 어떤 생각을 가지고 계십니까?  한정된 연구인력으로는 많은 고산지역을 조사하는 데 한계가 있으니, 어떤 방법을 사용하면 고산지역 식물의 상태를 확인하는 모니터링을 정확하고 안전하게 할 수 있을 까요?
국민여러분의 자유로은 의견을 묻고 이 문제에 대한 해결을 찾고자 합니다.",2020-09-29~2020-10-09,농림·해양·산림>산림·산촌,,#산림 #멸종위기 #고산수종 #명예과학자,
기후변화,내용,2020-09-29,종료,4,산림생물다양성 보존을 위한 유전다양성 연구가 왜 필요할까요?,2020.09.29,1,4,"2019년 기사에 따르면 우리가 즐겨먹는 바나나가 사라질 날이 다가오고 있다고 합니다.  이유는 TR4라는 곰팡이에 감염되면 바나나나무 말라죽는데 바나나나무 종이 저항성에 약하기 때문에 감염이 지속적으로 확산되면 바나나 나무가 사라질 수 있기 때문입니다.
현재 바나나는 야생 종을 개량화한 캐번디시라는 품종인데 종자로 번식하는데 한계가 있어 뿌리줄기를 잘라 번식시켰다고 합니다. 뿌리로 번식하는 방법은 무성번식이라고 하여 동일한 유전자를 가지는 개체증식을 의미합니다. 동일한 유전자를 가지는 개체가 증가하면 종 내 유전적 다양성이 낮아지게 됩니다. 그리고 만일 바나나나무와 같이 치명적인 질병에 감염되면 저항성이 낮아질 수 밖에 없습니다.
2011년 네이처지의 기후변화 저널에 발표된 논문에서 기후변화와 지구온난화가 계속된다면  2080년에는 곤충 9종 중 3종이 멸종하고 6종이 남게 되는데 이러한 결과로 9개 종이 가지고 있는 유전다양성은 84%가 사라지는 것으로 예측되었습니다. 다시 말하면, 종의 감소 속도 보다 유전다양성 감소 속도가 더 빨리 진행되는 것으로 예측되었습니다.
생물다양성(Bio diversity)은 육지, 해양 및 기타 수중 생태계와 그 일부인 생태계 복합체를 포함한 모든 생물들 간의 다양성을 의미합니다. 여기에는 종 내 유전다양성, 종 생태계 사이의 다양성이 포함됩니다. 따라서 생물다양성을 보존한다는 것은 지구상의 생물종의 다양성(종다양성), 생물이 서식하는 생태계의 다양성(생태계다양성), 생물종이 가지고 있는 유전자의 다양성(유전다양성)을 모두 보존한다는 것이다. 특히 유전다양성은 그 종이 진화하는 과정에서 축적된 산물이기 때문에 변화하는 환경에 유연하게 대응할 수 있는 잠재력이 됩니다. 기후변화, 질병 감염에 대응하여 생물다양성 보존을 위해 우선적으로 고려해야할 것은 유전다양성을 보존하는 것이라 할 수 있습니다. 이에따라 생물다양성 협약(CBD)에서는 2010년 '지구식물보존전략'을 수립하여 작물 및 야생종, 사회경제학적으로 주용한 식물종의 유전다양성 70%를 반드시 보존할 것을 권고 하고 있습니다 
산림청에서는 「제3차 산림생물다양성 기본계획(‘18～’22)」을 수립하였으며 이를 이행하기 위해 국립산림과학원에서는 우리나라 산림유전자원에 대한 유전다양성 평가를 지속적으로 실시하고 있습니다. 그리고 유전다양성 평가 결과를 기반으로 산림유전자원보호구역 지정에 활용하고 있으며 과학적 데이터 수집을 통해 지속적으로 보존과 관리가 이루어질 수 있는 연구를 수행하고 있습니다.
이와 관련하여 우리나라 산림생물다양성 보존을 위한 유전다양성 연구가 앞으로 어떤 방향으로 나아가면 좋을지 여러분의 소중한 의견을 듣고자 합니다.
 ",2020-09-29~2020-10-13,농림·해양·산림>산림·산촌,,,
기후변화,내용,2020-09-25,종료,0,삼척 장미공원 태풍피해 복구에 대한 시민들의 의견을 수렴합니다!,2020.09.25,0,0,"“시민들이 선택하는 장미공원 만들기”
장미공원 수해복구 및 활용방안에 대한 시민들의 다양한 의견을 수렴합니다.
     
2013년 6월 이후 삼척의 대표 관광지로 자리잡은 장미공원이
태풍 ‘마이삭’ , ‘하이선’으로 하천이 범람하고, 토사가 밀려들어 폐허가 되었습니다.
코로나-19로 관광객이 급감하고, 기후변화로 태풍, 홍수 등 자연재난이 극심해지는
어려운 상황 속에서 현명한 답을 찾고자
앞으로 장미공원이 나아갈 길, 피해복구 방안 및 활용계획을
시민들과 전문가의 의견 수렴을 통해 마련하고자 합니다.
 
 
□ 참여대상 : 삼척시민 (출향시민 가능)
□ 의견수렴 기간 : 2020.09.28. ~ 2020.10.31.
□ 의견제출 방법
  1. 온라인
  - 삼척시 공식 SNS(페이스북, 인스타그램, 블로그)
  - 삼척시 홈페이지 <시민참여 – 설문조사> 또는 <시민제안>
  - 국민권익위원회 운영 사이트 <국민 생각함> - “장미공원” 검색
  2. 오프라인
  - 삼척시청(기획감사실, 민원실) 또는 읍면동 행정복지센터 방문접수
 
 
장미공원 수해복구 방법 및 향후 운영방향에 대한 다양한 의견을
이 게시물에 자유롭게 댓글로 달아주시면 
소중한 의견을 모아 정책 수립에 활용하도록 하겠습니다.
시민 여러분의 많은 참여 부탁드립니다. 감사합니다.
 ",2020-09-25~2020-10-31,일반공공행정>일반행정,강원도,#삼척 #삼척시 #장미공원 #태풍피해 #수해복구 #복구,
기후변화,내용,2020-09-23,종료,1,국산목재의 물질흐름 분석을 통한 목재이용 전략 수립 의견 수렴,2020.09.23,0,1,"국립산림과학원에서는 2021년도 신규과제로 '국산 목재의 환경가치를 반영한 전과정 물질흐름 분석 모델 개발'을 수행하고자 합니다.
기후변화 대응과 신재생에너지 정책으로 목재의 친환경성이 부각되고 있으나, 목재이용량과 국산목재의 자급률이 정체된 상태이며,
공급 중심의 목재생산 유통 정책으로 목재이용의 한계를 맞았습니다. 또한 목재의 효율적인 순환이용에 대한 정책과 사회적 수요에 대응하기 위해
전과정 물질흐름 분석 모델을 활용한 국산목재 고부가가치 용도로의 이용 유도와 친환경성 정량화를 통한 자원순환이용 증진 및 국산목재 경쟁력 제고를
목표로 연구계획을 수립 추진하고자 합니다.
자세한 사항은 첨부자료를 확인해주시고, 해당 연구 추진에 도움이 될 수 있는 의견을 남겨주시면 향후 과제계획에 반영토록 하겠습니다. 감사합니다.",2020-09-23~2020-10-05,농림·해양·산림>산림·산촌,,,목재자원의 선순환이용에 도움이 될수 있는 좋은 과제라고 생각됩니다. 기후변화에 대응하기 위한 지속가능하고 친환경적인 목재의 이용을 장려하고자 전과정에 걸친 목재의 이용흐름을 분석하고 환경영향을 평가하여 관련 정책을 수립하는데 꼭 필요한 근거가 되지 않을까 합니다.
기후변화,내용,2020-09-10,종료,61,"국민들이 생각하는 산림분야 청년일자리, 어떤 것이 있을까요?(투표)",2020.09.21,1,9,"생각의 탄생(1단계)에서 제안해주신 소중하고 다양한 의견을 아래와 같이 정리했습니다.
① [기후변화] 사막화 방지 등 기후변화에 대응한 국제분야의 일자리 확대
② [산림복지] 늘어나는 산림복지시설 및 복지프로그램 분야의 일자리 확대
③ [교육연계] 고등학교, 대학교 등과 연계 강화로 젋은 혁신 일자리 확대
④ [첨단기술] 로봇, 사물인터넷, 스마트시대에 부응하는 첨단 일자리 확대
⑤ [문화예술] 숲과 음악 등 문화와 예술을 연계한 문화예술 일자리 확대
다양한 의견이 있었지만 크게 5가지 유형으로 나누었습니다.
이 중, 산림분야 청년일자리 창출에 도움이 될 제안에 투표해 주시기 바랍니다.
--------------------------------------------------------------------------------------------------------------------------
산림청과 한국임업진흥원은 지역에 특화된 산림비즈니스모델 개발 및 산림분야 경영체의 창업 지원을 통한 산림일자리 창출 및 사회적 가치 실현을 위해 산림일자리 발전소를 운영하고 있습니다.
산림일자리 발전소는 산림산업 전 분야에 걸친 다양한 산림자원과 지역 네트워크를 활용하여 그루경영체 발굴, 육성, 창업, 일자리 창출에 이르기까지 집중지원하기 위한 현장 밀착형 중간지원 조직으로서,
주민들이 자발적으로 경영체를 만들고 지역에 특화된 산림비즈니스 모델을 개발하여 창업할 수 있도록 지원, 육성함으로써 산림소득 증대 및 일자리 창출을 통한 사회적 가치 실현을 목적으로 하고 있습니다.
또한 산림청은 산림일자리 창출에 있어 청년은 미래를 이끌어갈 중심으로, 산림일자리가 다변화를 통한 청년일자리 창출에도 많은 관심을 가지고 있습니다.
이에, 국민들이 생각하는 산림분야 청년일자리는 어떤 것이 있을지 의견을 듣고자하오니, 많은 의견 부탁드립니다.",2020-09-21~2020-10-04,농림·해양·산림>산림·산촌,,,
기후변화,내용,2020-09-09,종료,2,사막화 방지 및 황사 저감을 위해서 어떻게 해야 할까요?,2020.09.09,0,2,"우리나라는 매년 봄철 황사로 인해 사막화의 간접적인 영향을 받고 있습니다.
사막화 지역이면서 황사발원지가 모두 국외에 있다보니 국제협력을 통해서  공동연구와 공동조림사업을 진행하며 사막화 방지를 위해 노력하고 있습니다.
특히 우리나라는 1960~70년대 황폐화된 산림을 녹화한 경험과 기술을 바탕으로
2000년대 초반부터 황사 저감을 위해 중국과 몽골의 사막화 지역에 공동으로 사막화 방지 조림사업을 실시해 왔습니다.
우리나라에 황사 영향을 주는 중국과 몽골뿐만 아니라 아프리카, 남미 등 많은 나라에서 기후변화와 인구증가 등으로 사막화가 계속 진행 중입니다.
이러한 사막화와 황사를 효율적으로 줄이기 위해서 어떻게 해야할지 국민 여러분의 소중한 제안과 의견을 듣고 싶습니다.",2020-09-09~2020-09-23,농림·해양·산림>산림·산촌,,#사막화 #황사 #복원 #조림 #국제협력,
기후변화,내용,2020-08-21,종료,30,국립기상과학원 서비스 개선 아이디어를 모집합니다!,2020.09.07,5,30," : [정책] 기상과학원의 연구개발 서비스 개선을 위한 당신의 아이디어는?
 : [기타] 추가제공되었으면 하는 연구개발 서비스는? 기상과학원의 서비스에서 불편했던 점 또는 좋았던 점은?
  ※ 신규연구: 도로 위험 블랙아이스/ 기상조절을 통한 안개저감 / 인공증설우 / 예보 개선을 위한 인공지능기술 활용 연구 등
 : [기타] 향후 사용계획이 있는지? 없다면 그 이유는?
 ❍ 기상과학원의 기존 서비스 개선을 위한 아이디어
   - 일상 생활과 연관된 수치화 데이터를 제공
   - 대국민 희망서비스 조사 및 맞춤형 연구 수행
   - 기간별 국민 추천 서비스 제공
   - 강풍/폭우/폭설/안개 등에 대해 통신사와 연계하여 원활한 서비스 제공
   - 영향정보 제공
   - 인공지능 기술 활용한 기후예측 정확도 향상 및 어플 개발
   - 사고지역 및 블랙아이스 위험 정보 제공(네비게이션과 연동)
   - 인공지능 활용하여 기상변화의 신속한 업데이트
   - 읍·면·동별 날씨 검색 서비스 제공
   - 계절예보 오류 원인을 이해하기 쉽게 설명
   - 시민이 기여할 수 있는 참여형 기상어플 개발
   - 어린이들의 기상교육 위한 교육 콘텐츠 개발
 ❍ 홍보 관련 아이디어
   - 카카오, 네이버 등과 연계한 친근한 홍보
   - 홈페이지, 앱 개발
   - 신규과제 뿐만 아니라 과거 혹은 현재 수행 중인 연구의 성과 및 효과 홍보
 ❍ 연구성과 확대 아이디어
   - 실용화를 고려한 연구 기획
   - 기술사업화 R&D 과제 발굴
   - 기관, 민간기업과 협력 확대(e.g. 제주 EM환경센터(미생물 연구)과 기후환경문제 협력 등)
   - 폭염연구 확대
   - 제주 어민 맞춤형 파도 연구 수행
   - 폭염, 폭우 등 기후변화 관련 연구 수행
   - 미세먼지/자외선 정보 제공 강화
   - 미세먼지 관련 기관 및 부처간 협력
   - 미세먼지 연구 확대
   - 인공지능기술 활용 연구 심화
   - 이상기후에 따른 환경변화 및 생태계 영향 연구 수행
   - 미세먼지/황사 대응 연구 개발 수행
   - 폭염/열대야 관련 연구 및 대응책 마련
   - 빅데이터 활용하여 기상이변의 피해 현황 조사 및 피해 예방 연구 강화
   - 기후변화에 따른 유해 생물종의 유전자 변화 양상 연구
   - 블랙아이스 관련 연구
  ※ 본 토론에 적극적으로 참여해주신 분을 추첨하여,
     코로나19경제 및 지역내수 활성화를 위한 온누리 상품권 1만원권을 보내드립니다.",2020-09-07~2020-09-21,통신·과학>과학기술연구,제주특별자치도>서귀포시,,
