검색키워드,검색범위,시작일,단계,참여인원,제목,날짜,좋아요개수,댓글개수,본문내용,참여기간,관련주제,관련지역,태그,댓글내용
원자력,내용,2018-12-09,종료,0,"피할 수 없는 해수 담수화, 부산시민들의 의견은?",2018.12.09,0,0,"OECD 환경전망 2050 보고서에 따르면 2050년에는 인구가 20억명이나 증가함에 따라 물 수요는 55%나 증가할 것이라고 한다. 우리나라는 오래전 물 부족 국가로 지정되었음에도 불구, 그동안 물을 그야말로 물 쓰듯 해 왔고 가정에서도 수돗물은 일부 가정을 제외하곤 허드렛물로 사용해 오고 있다. 부산시가 매년 국토부에 지급하는 원수 비용은 천 억원 가까이 된다고 한다.
그동안 기장군 일대에 해수담수를 공급하려다 일부 환경단체의 반대와 주민 투표로 무산되었다. 이유는 원자력발전소 인근의 물이어서 안 된다고 한 것.
앞서 발제요약에서도 언급한 바와 같지만 담수원리는 바닷물을 가장 우수한 기술인 역삼투 이상의 압력을 작용시켜 반투막을 통해 염수에서 물만 분리시키는 원리라서 원전 근처의 해수라서 위험하다는 논리는 성립되지 않는다고 해양전문가들은 말하고 있다. 이에 부산시민들의 솔직한 의견을 듣고 싶다.",2018-12-20~2019-01-21,공공질서 및 안전>기타,,,
원자력,내용,2018-12-19,종료,0,미세먼지 방사능의 공포로 부터 벗어나게 할 수 있는 것,2018.12.19,0,0,"원료가 1850배의 연료로 바뀌어 진다고 합니다 
물을 1850배의 가스로 바꿀 수 있다고 합니다 
물을 가스로 바꾸는 변환율이 18만5천퍼센트라고 합니다 변환율이 18,5000% 라고 합니다 
현재 시간당 60,0000리터를 생산할 수 있는 장치를 상용화 하였다고 합니다 
수소는 산소를 섞어야 사용할 수 있지만 이것은 산소를 섞지 않고 사용할 수 있다고 합니다 
LPG 수소와 다르게 폭발하지 않는다고 합니다 
5000도시의 높은 열이 난다고 합니다 
태울 때 재와 연기가 나오지 않는다고 합니다 
태울 때 물이 나온다고 합니다 
대통령상 국무총리상을 수상하였다고 합니다 
이것의 이름은 위터에너지 브라운가스라고 합니다 
https://www.browngas.com/brown... 
여기에서 이렇게 주장하고 있습니다 
이 모든 주장이 사실인지 확인하여주시기 바랍니다 
주장이 사실이라면  이것이 인류가 찾고 있는 꿈의 에너지라고 생각됩니다 
주장이 사실이라면 장점만 있고 단점이 없는 아주 이상적인 에너지라고 생각됩니다 
주장이 사실이라면 현재 인류를 괴롭히고 있는 사용후핵연료 방사능 미세먼지 기후재앙을 모두 해결할 수 있는 것이라고 생각됩니다  
5000도시의 열이 난다는 주장이 사실이라면 물을 끓여 증기의 압력으로 전기를 생산하는 원자력발전소 화력발전소의 연료를 이것으로 대체할 수 있다고 생각됩니다 
재와 연기가 나오지 않고 물이 나온다는 주장이 사실이라면 국민을 고통스럽게 하는 미세먼지 방사능의 공포로 부터 벗어나게 할 수 있는 것이라고 생각됩니다 
재와 연기를 발생시키는 모든 연료를 이것으로 대체하면 지구의 오염이 더 진행되지 않도록 할 수 있다고 생각됩니다 
지구의 온난화로 일어나는 기상재해도 예방할 수 있다고 생각됩니다 
재와 연기가 나오지 않고 물이 나온다는 주장이 사실이라면 이것을 연료로 하는 소형발전기를 집단위 마을단위 동단위 면단위 군단위 등 여러규모로 설치하여 국민이 에너지 걱정을 하지 않고 깨끗한 환경에서 살 수 있도록 할 수 있는 유일한 것이라고 생각됩니다 
핵발전소를 줄이려고 설치하는 태양광발전소 풍력발전소가 난립되어 주민들의 원성이 발생되는 것도 막을 수 있다고 생각됩니다 
이것이 물에서 운행되는 배 선박 잡수함의 연료로 사용될 수 있게 된다면 해양오염을 방지할 수 있다고 생각됩니다 
주장이 사실이라면 대체대상이 될 수 있는 모든 에너지 기득권 세력의 반발이 우려됩니다 
주장이 사실이라면 모든 국민을 행복하게 살 수 있도록 할 수 있다고 생각되는데 국민에게 보급되지 않는 이유를 확인하여 주시기 바랍니다 
국가의 연구역량을 모두 동원하여 이것이 확산되지 않고 국민에게 보급되지 않는 문제를 해결할 수 있도록 하여 주시기 바랍니다 
그리고 국민이 행복하게 살 수 있도록 이것을 모든 국민이 경제적인 부담을 느끼지 않고 사용할 수 있도록 하여 주시기 바랍니다",2018-12-19~2020-03-03,환경>대기,,#에너지 #워터에너지 #브라운가스,
원자력,내용,2018-12-16,종료,1,시대의 많은 문제를 해결할 수 있는 유일한 수단이라고 생각됩니다,2018.12.16,5,1,"원료가 1850배의 연료로 바뀌어 진다고 합니다 
물을 1850배의 가스로 바꿀 수 있다고 합니다 
물을 가스로 바꾸는 변환율이 18만5천퍼센트라고 합니다 변환율이 18,5000% 라고 합니다 
현재 시간당 60,0000리터를 생산할 수 있는 장치를 상용화 하였다고 합니다 
수소는 산소를 섞어야 사용할 수 있지만 이것은 산소를 섞지 않고 사용할 수 있다고 합니다 
LPG 수소와 다르게 폭발하지 않는다고 합니다 
5000도시의 높은 열이 난다고 합니다 
태울 때 재와 연기가 나오지 않는다고 합니다 
태울 때 물이 나온다고 합니다 
관련된 모든 특허권을 대한민국의 회사가 보유하고 있다고 합니다 
대통령상 국무총리상을 수상하였다고 합니다 
이것의 이름은 위터에너지 브라운가스라고 합니다 
https://www.browngas.com/brown...
여기에서 이렇게 주장하고 있습니다 
이 모든 주장이 사실인지 확인하여주시기 바랍니다 
주장이 사실이라면  이것이 인류가 찾고 있는 꿈의 에너지라고 생각됩니다 
주장이 사실이라면 장점만 있고 단점이 없는 아주 이상적인 에너지라고 생각됩니다 
주장이 사실이라면 시대의 많은 문제를 해결할 수 있는 유일한 수단이라고 생각됩니다 
주장이 사실이라면 현재 인류를 괴롭히고 있는 사용후핵연료 방사능 미세먼지 기후재앙을 모두 해결할 수 있는 것이라고 생각됩니다  
5000도시의 열이 난다는 주장이 사실이라면 물을 끓여 증기의 압력으로 전기를 생산하는 원자력발전소 화력발전소의 연료를 이것으로 대체할 수 있다고 생각됩니다 
재와 연기가 나오지 않고 물이 나온다는 주장이 사실이라면 국민을 고통스럽게 하는 미세먼지 방사능의 공포로 부터 벗어나게 할 수 있는 것이라고 생각됩니다 
재와 연기를 발생시키는 모든 연료를 이것으로 대체하면 지구의 오염이 더 진행되지 않도록 할 수 있다고 생각됩니다 
지구의 온난화로 일어나는 기상재해도 예방할 수 있다고 생각됩니다 
재와 연기가 나오지 않고 물이 나온다는 주장이 사실이라면 이것을 연료로 하는 소형발전기를 집단위 마을단위 동단위 면단위 군단위 등 여러 규모로 설치하여 국민이 에너지 걱정을 하지 않고 깨끗한 환경에서 살 수 있도록 할 수 있는 유일한 것이라고 생각됩니다 
핵발전소를 줄이려고 설치하는 태양광발전소 풍력발전소가 난립되어 주민들의 원성이 발생되는 것도 막을 수 있다고 생각됩니다 
이것이 물에서 운행되는 배 선박 잡수함의 연료로 사용될 수 있게 된다면 해양오염을 방지할 수 있다고 생각됩니다 
주장이 사실이라면 대체대상이 될 수 있는 모든 에너지 기득권 세력의 반발이 우려됩니다 
주장이 사실이라면 모든 국민을 행복하게 살 수 있도록 할 수 있다고 생각되는데 국민에게 보급되지 않는 이유를 확인하여 주시기 바랍니다 
국가의 연구역량을 모두 동원하여 이것이 확산되지 않고 국민에게 보급되지 않는 문제를 해결할 수 있도록 하여 주시기 바랍니다 
그리고 국민이 행복하게 살 수 있도록 이것을 모든 국민이 경제적인 부담을 느끼지 않고 사용할 수 있도록 하여 주시기 바랍니다 
모든 인류가 함께 누리는 행복을 추구하시는 휼륭한 분들에게 부탁드립니다",2018-12-16~2020-03-03,환경>대기,,#미세먼지 #에너지 #브라운가스 #환경,시대의 많은 문제를 해결할 수 있는 유일한 수단이라고 생각됩니다. 매우 좋습니다.
원자력,내용,2018-12-07,종료,1,[한국원자력환경공단] 창업 아이디어 공모전~12.20(목),2018.12.07,14,1,"☞ 한국원자력환경공단 홈페이지 지원하러가기!!
국민여러분의 많은 참여 기다립니다.",2018-11-30~2020-03-03,사회·외교·통일>기타,,#한국원자력환경공단 #창업아이디어 #사회적가치,창업 아이디어 공모전 매우 필요합니다.
원자력,내용,2018-11-06,종료,4,국립농업에너지연구소 설립,2018.11.06,8,4,"□ 현황 및 문제점
○ 화석연료와 원자력에 대한 고갈 및 안전성의 문제 등으로 재생 가능한 에너지 개발이 필요
○ 농업·농촌에는 태양열, 지열, 풍력, 바이오에너지, 농축산부산물 등 다양한 형태의 재생 에너지가 있음
  □ 개선방안
○ 국민 안전과 에너지 안정적 공급을 위한 국가 단위의 ‘국립농업에너지연구소’ 설립을 건의함
- (설립부처) 국가 농업 연구를 총괄하는 농촌진흥청장 직속 연구소 설립
  □ 기대효과
○ 농업 부분의 재생 에너지 개발로 국민 안전 증진 및 기후변화 대응에 기여",2018-11-06~2020-03-03,농림·해양·산림>농촌진흥 및 지원,,#재생에너지 #농업 #연구소,"산업의 눈부신 발전속도를 새삼 실감케해주는 주제, 향후 `우리들의 2세시대 !`, 협心하며 보다 앞선 눈부신 농경문화가 이루어지기를 기대하며 本主題에 접근합니다. ^^^ 농업에너지 심층연구가 앞시대에 파급되는 긍정효과에 부응하는 주요요인이 아닐까요 ? 주제에서 약간 벗어나지만 농경산업에 대한 접근성을 높이려면 여러방안들中 농경환경(주택과 부속기능들)차이점(都,農) 분석개선이 필요하며, 여기에 발전되는 과학物들을 도입배치, 새로운 공간세계로서 거친바람,기후조건속 주간환경 활력을 치유 재충전 할수있는 新개념 주택과 장비운영 공간구상 그리고 필요에너지 기능최적화가 따라야하기 때문이라 생각해봅니다 ----  과거 대가족 농경문화가 있었듯이 새로운생각 협업이 가능힌 농촌 다가구촌 조성은 농경시대 선례中 복건성 토루(土樓) 집단생활을 참고해 볼만하다고 생각해봅니다, 황토와 곡식으로 주벽을 축조, 자연스레 유익 미생물들과 공생하며(빈대, 해충방재장치), 공용마당터, 거친 기후환경 완화, 효과적인 저장기능 등, 절수샤워, 공기혼합 양변기?, 공동냉난방, 오,하수(e+효소式) 처리, 농작물 성장증대 태양光 易이용? 등은 마치 `부뚜막검댕이` 가축 소화기능役이듯, 옹기와 미생물활성, 동지팥죽과 土壁보온성, 철(Fe,Sio)과 諸화합 물질들의 빛,열에 민감한 반응들을 활용?해보는 ~ ,  개미는 자신들의 분비물로 濕과 통氣에 좋은 과립형 공간으로 미생물을 활용 식량저장 효율유지 등(봉동 생강土굴), 싸리와 닥나무 또 장독대와 태양광(동치미와 대나무), 탱자울타리 마음(心)낭만性, ~이어온 농촌주택 환경물성을 큰틀에서 재접근함으로서 건강장수를 추구하는 정신 ! 농생명산업 발전축으로 삼아가는 ~,  농촌이 자동화 되어가는 쾌적한 집단개척지로 젊음들의 활력이 넘치며 그들만의 살아가는 정신가치가 아름다운 사회문화로 피어오르는 꿈을 희망해보는 작은생각입니다---
국립농업에너지연구소 설립에 찬성합니다.
많은 아이디어 부탁합니다."
원자력,내용,2018-09-19,종료,36,[한국원자력환경공단] 사회적 가치 실현 실행과제 설문조사,2018.09.19,8,1,"한국원자력환경공단은 국민의 더 나은 삶을 만들고자 사회적 가치 실현을 위한 24개의 실행과제를 생각해보았습니다. 공단이 특별히 더 노력했으면 하는 5개의 과제를 선정해 주시면 국민 여러분의 의견을 반영하여 한층 더 발전하는 공단이 되도록 하겠습니다.
가. 목적: 사회적 가치 실현 실행과제 우선순위 도출
나. 조사 기간: 2018.9.19(수) ~ 10.5(금)
다. 참여방법: 국민생각함에 접속하여 실행과제 중 5개 선택
라. 문의: 사회적 가치전략실 담당자 앞(054-750-4054)
마. 기타사항
- 종료 후, 무작위 추첨을 통해 참여해주신 분 중 30분께 따뜻한 차(기프티콘)를 드릴 예정입니다.
- 추첨에 뽑히신 30분들께는 개별통보해드립니다.
- 설문참여자가 적을 시, 조사 기간은 연장될 수 있습니다.  
붙임 실행과제(24개) 1부.",2018-09-19~2018-10-05,사회·외교·통일>기타,,#방폐물 #시민참여 #국민 #설문조사 #한국원자력환경공단 #코라드 #사회적가치,공단의 발전을 기원합니다
원자력,내용,2018-09-11,종료,1,[한국원자력환경공단] 시민참여혁신단 여성위원 공개모집 ~ 9.30.(일),2018.09.11,12,1,"한국원자력환경공단은 국민의 눈높이에서 국민과 함께하는 기관 혁신을 위해 KORAD 시민참여혁신단 여성위원을 아래와 같이 모집합니다.
가. 모집기간/인원: 2018.9.11(화) ~ 9.30(일) / ㅇ 명
나. 대상: 공단에 관심이 있는 국민 중 모집요건을 충족하는 자
 - (모집요건) 1. 여성 2. 30대 3. 자영업, 사회적기업, 시민단체 소속 및 기타(주부, 취준생)
 * 다양한 위원 구성을 위해 성별, 연령, 직업을 고려하여 충원이 필요한 분야에 한해 실시
다. 공모방법: 국민생각함 제출 혹은 신청서 다운 후 작성하여
                  한국원자력환경공단 홈페이지 제출 (I & U 게시판 이용)
                  한국원자력환경공단 홈페이지 바로가기
라. 결과발표: 2018.10.22(월) 예정, 선정된 위원에 한해 개별통보
마. 기타사항: 공개모집 안내문 참조 
 
바. 문의: 한국원자력환경공단 혁신성과팀 담당자 앞(054-750-4052)
※ 신청자가 모집인원보다 부족한 경우라도 적합한 지원자가 없으면 선발하지 않을 수  있습니다.
※ 댓글로는 신청서를 받지 않습니다. 반드시 국민생각함을 통해 지원하거나 홈페이지로 제출 하시길 바랍니다.
붙임: 
1. 공모안내문
2. 신청서",2018-09-11~2020-03-03,사회·외교·통일>기타,,#여성위원 #시민참여혁신단 #한국원자력환경공단 #혁신,참 아직도 정신을 못차리시네요?. [한국원자력환경공단] 시민참여혁신단 여성위원 공개모집에 부적적이네요? 여기도 남녀 차별입니까?. 한국원자력환경공단 남녀 차별하지 마시고 제발 정신을 좀 차리세요?
원자력,내용,2018-08-12,종료,4,"뜨거운 여름 냉방비, 추운 겨울철 난방비를 절약할 수 있는 방법",2018.08.12,8,4,"뜨거운 여름철에는 에어컨을 돌리게 되고 이는 전기세 인상문제뿐만 아니라, 화력발전소, 원자력 발전소 등을 신규로 지어야 하는 문제로 귀결됩니다. 화력발전소는 미세먼지증가, 지구 온난화를 촉진시킬 것 이며 원자력 발전소는 당장은 발전단가가 싸지만, 이후에 후손들에게 방사성 폐기물을 물려주어야 하는 부담이 있죠.
제가 생각해보았을 때에는 비교적 단순한 법령개정 하나만 가지고도 여름철 냉방비 및 겨울철 난방비를 감소하는 데 도움이 될만한 방법을 말씀드려볼까 합니다. 아파트 및 빌딩을 지을 때 일정 정도로 태양 빛을 차단할 수 있는 그늘막 설치의 의무화.
지붕과 같은 그늘막을 설치하게 되면 여름철에 햇볕이 가장 뜨거운 정오 시간대에 실내로 들어오는 태양광의 유입을 차단하여 실내가 한창 덜 더워지게 되고 그만큼 냉방에 드는 전기를 절약할 수 있습니다.
그늘막은 눈이 오거나 하면 위에 쌓이게 되어 고드름이 열리게 되고 이는 행인의 안전을 위협할 수 있으니 위에서처럼 가운데가 뻥 뚫리게 설치하면 좋습니다. 겨울철에는 태양의 고도가 낮아지게 되기 때문에 낮 동안에도 충분한 햇빛이 실내로 들어오게 할 수 있습니다.
그리고 다음으로는 아파트 및 상가, 오피스텔, 주상복합, 오피스 모든 건물을 이중창으로 설치하되 이중창의 간격을 넓혀서 설치하는 방법입니다.
이중창의 간격이 좁으면 그만큼 사이에 공기층이 얇아지게 되어 제대로 된 단열을 할 수 없습니다. 현재의 이중창은 창과 창 사이의 간격이 10cm 정도가 채 안될정도로 매우 사이가 좁습니다.
창과 창 사이의 간격을 약 30cm 이상 떨어지게 설치하면 그만큼 공기층이 두꺼워져서 여름철 냉기를 잘 간직할 수 있고 겨울철 온기는 잘 보존할 수 있습니다.
몇 가지 건축 관련 법령만 바꾸어도 냉난방에 소요되는 전기, 및 온실가스, 석탄 화력의 비중을 낮추는 데 도움이 될듯합니다. 이중창의 간격이 너무 넓게 되면 아이들이 창 사이에 갇히게 되거나 하는 불상사가 생길 수도 있는데요, 이러한 점들을 고려햐여 창틀(샷시)의 적절한 설계를 고안해보면 될듯합니다.
건축법을 개정하여서 앞으로 새로이 건축되는 건물들에 새로이 제정된 건축법을 적용한다면 에너지 절약에 많은 도움이 되지 않을까요? 감사합니다.",2018-08-12~2020-03-03,지역개발>기타,,#에너지 #건축 #냉방비 #난방비 #절약,"건축인입니다. 생각은 좋으나, 역시나 실용성과 경제성면에서 어려운 점이 많아보입니다. 단순히 법령의 문제보다는, 기술의 문제이기도 하고.... 1. 이중창의 사이를 더 멀리 : 밀폐된 공기가 아니고는 창사이를 멀리둔다는건 실효성측면에서...차라리 예전처럼 발코니를 두는게 효과가 났지요. 발코니를 불법적으로 확장하는걸 막지못해 결국, 법이 물러나다보니 요즘은 아예 분양시 확장해서 하다보니, 난방문제에서는 불리...다만 전망적 측면에서 유리...창사이를 키운다는건 창틀제작비용의 문제이기도... 결국 법이 이미 물러난 문제인듯... 2. 차양을 두는 것도 공동주택이라면, 시공비용이 문제되기도 하겠지만...이것을 법제화(강제화)한다면 제반문제가 더 따를듯... 일반주택이나 소형,전원주택등에는 어닝,캐노피 등의 다른 시설물들이 존재하죠... 법이 강제하기보다는 사용자가 난방,냉방에 대한 생각의 변화를 가져야할듯... 3. 창의 경우는 삼중창도 있고, 삼중유리, 사중유리, 반사유리 등등...비용이 감당한다면 많은 기술들이 있기는 합니다만 역시나, 경제성의 면에서 보편화는 어렵다는 것이 저의 생각입니다...
문제가 없다면 그렇게 하면 좋겠지요
좋아요
뜨거운 여름 냉방비, 추운 겨울철 난방비를 절약할 수 있는 방법에 많은 의견제시가 필요합니다."
원자력,내용,2018-07-10,종료,2,[한국원자력환경공단] KORAD 시민참여 혁신단 모집 결과안내,2018.07.31,3,2,"      
한국원자력환경공단에서 알려드립니다.
저희 공단은 지난 7월 10일부터 24일까지 KORAD 시민참여혁신단을 모집한 바 있습니다.
그 결과, 시민참여혁신단의 심사를 통해 최종적으로 3분을 선정하였으며, 선정된 분들께는 개별적인 연락을 드릴 예정입니다.
우리 공단은 국민의 눈높이에서 혁신을 시행하기 위해 시민참여혁신단 외부위원님들을 지속적으로 모집할 예정이오니, 앞으로도 많은 관심 부탁드립니다.
감사합니다.",2018-07-31~2020-03-03,사회·외교·통일>기타,,#시민참여혁신단 #혁신 #시민참여 #시민소통 #한국원자력환경공단 #방폐물,"대한민국 한국원자력의 낮은문턱시민과함께 열어주시는문 새로운 발전이라생각합니다. 국민이주인이다. 시민의역활. 기대됩니다.
[한국원자력환경공단] KORAD 시민참여 혁신단 모집 결과 선정자에게 축하와 박수를 보내며 많은 활동을 기대해 봅니다."
원자력,내용,2018-07-10,종료,1,한국원자력환경공단 혁신아이디어 공모전 결과알림,2018.07.31,2,1,"먼저, 한국원자력환경공단 혁신아이디어 공모전에 참여해주신 모든 국민여러분께 깊은 감사의 말씀을 드립니다.
우리공단은 7월 10일부터 24일까지 공단 홈페이지 및 국민생각함을 통해 '한국원자력환경공단 혁신아이디어 공모전'을 시행하였으며, 시민참여혁신단의 심사를 통해 수상작을 선정하였습니다.
심사결과는 첨부파일을 확인하여 주시기 바라며, 시상은 수상자 개별 연락 후 8월 중으로 진행될 예정입니다.
혁신아이디어 공모전에 참여해주신 모든 분께 다시 한번 감사의 말씀을 드리며, 앞으로도 국민과 함께 혁신을 선도해나가는 기관이 되도록 노력하겠습니다.
감사합니다. ",2018-07-31~2020-03-03,사회·외교·통일>기타,,#방폐물 #혁신 #국민소통 #공모전 #한국원자력환경공단 #국민생각 #국민참여 #코라드,한국원자력환경공단 혁신아이디어 공모전 결과알림에 많은 참여가 있어야 한다.
원자력,내용,2018-07-10,종료,0,한국원자력환경공단 혁신아이디어 공모전 결과알림,2018.07.31,0,0,"먼저, 한국원자력환경공단 혁신아이디어 공모전에 참여해주신 모든 국민여러분께 깊은 감사의 말씀을 드립니다.
우리공단은 7월 10일부터 24일까지 공단 홈페이지 및 국민생각함을 통해 '한국원자력환경공단 혁신아이디어 공모전'을 시행하였으며, 시민참여혁신단의 심사를 통해 수상작을 선정하였습니다.
심사결과는 첨부파일을 확인하여 주시기 바라며, 시상은 수상자 개별 연락 후 8월 중으로 진행될 예정입니다.
혁신아이디어 공모전에 참여해주신 모든 분께 다시 한번 감사의 말씀을 드리며, 앞으로도 국민과 함께 혁신을 선도해나가는 기관이 되도록 노력하겠습니다.
감사합니다. ",2018-07-31~2020-03-03,사회·외교·통일>기타,,#방폐물 #혁신 #국민소통 #공모전 #한국원자력환경공단 #국민생각 #국민참여 #코라드,
원자력,내용,2018-07-10,종료,22,한국원자력환경공단 혁신아이디어 공모전 결과알림,2018.07.10,857,4,"한국원자력환경공단은 '안전으로 신뢰받는 국민의 KORAD'라는 비전을 바탕으로 최고의 안전을 추구하는 방폐물 종합관리 전문 기관입니다. 국민 여러분의 소중한 의견을 바탕으로 공단 혁신을 시행하고자 하오니, 많은 관심과 참여 부탁드립니다.
 
□ 공모자격: 한국원자력환경공단의 혁신에 관심 있는 국민 누구나 참여 가능
□ 공모기간: '18.7.10(화) ~ '18.7.24(화) 2주간
□ 공모방법: 국민생각함 응모 또는 홈페이지 접수
'붙임2. KORAD 혁신 아이디어 신청서 및 제안서' 양식을 작성하여 '국민생각함' 또는 '한국원자력환경공단 홈페이지'를 통해서도 응모 가능 (KORAD I&U TOGETHER 게시판)  
한국원자력환경공단 홈페이지 바로가기
□ 문의처 : 054) 750-4056,4058
※ 댓글을 통해서는 응모하실 수 없으니 하단의 '참여하기'를 클릭하시거나 홈페이지를 통해 응모 바랍니다.
※ 공모분야에 대한 상세내용은 '붙임1. KORAD 혁신 아이디어 공모전 안내문'을 참조하시길  바랍니다.",2018-07-10~2020-03-03,사회·외교·통일>기타,,#방폐물 #혁신 #국민소통 #공모전 #한국원자력환경공단 #국민생각 #국민참여 #코라드,"원자력이 위험해서 탈원전을 한다??? 자동차 사고가 많이 나서 사람이 많이 죽으니 자동차를 없애나요? 자동차를 더 안전하게 만들고 도로교통법을 재정립하고 도로 표지판을 잘 세우고 도로 안전 장치 등을 보강하지 않습니까? 원자력도 마찬가지로 황용성 경제성 환경적으로 가장 앞선 에너지원이라면, 어떻게 하면 더 안전하게 만들 것인지, 폐로가 되었을 때 완벽하게 처리할 수 있는 방법은 무엇인지 그런 쪽에 연구를 더 강화 시키는 정책이 맞지 않나요? 전세계적으로 앞선 기술들을 왜 사장시키려는지 도저히 이해가 가질 않습니다. 한국에선 접고 외국에는 수출한다??? 현대자동차가 안전성이 떨어져서 BMW타고 다니면서 현대자동차 팔 수 있을까요? 제발 상식선에서 생각해 봐도 이건 아닌듯 합니다.
원자력환경공단의 발전을 기원합니다
한국원자력환경공단 혁신아이디어 공모전에 많은 참여와 지원이 있어야 겠습니다.
많은 아이디어가 나와 좋은 아이디어들이 채택？으면 좋겠습니다!!"
원자력,내용,2018-07-10,종료,4,[한국원자력환경공단] KORAD 시민참여 혁신단 모집 결과안내,2018.07.10,5,3,"한국원자력환경공단은 국민이 공감할수 있는 혁신을, 국민과 함께 추진해 나가기 위해 'KORAD 시민참여 혁신단'을 모집합니다.
□ 모집대상
 - 방사성폐기물관리전문기관으로서의 공단 사업 및 업무개선에 관심이 있는 국민 누구나 (만 19세 이상 성인)
□ 모집인원
- 10명내외(모집현황에 따라 변경될 수 있음)
□ 모집기간
 - '18.7.10(화) ~ 7.24(화)까지
□ 활동기간
 - 위촉일로부터 당해연도 12.31 까지
□ 활동내용
 - 공단의 혁신방향 제시, 과제 제안 및 과제 실행관련 의견제시, 경진대회 투표 등
 - 제도개선 등 공단 주요정책 현안 중 국민의견 수렴이 필요한 사안에 대한 의견 제시
□ 신청방법
 - 첨부된 신청서 작성 및 서명란 서명을 후 스캔파일(PDF)을 이메일로 접수
 - 신청서 접수 이메일: gbkim08@korad.or.kr
※ 개인정보수집 동의란에 서명을 필히 자필로 작성하여 보내주시기 바랍니다.
□ 활동혜택
 - 공단 사업 추진, 활동 소식 안내 등 제공 예정
□ 문의사항
 한국원자력환경공단 혁신성과팀 서현식 대리(☏054-750-4056),  김기봉 직원 (☏054-750-4058)",2018-07-10~2020-03-03,사회·외교·통일>기타,,#시민참여혁신단 #혁신 #시민참여 #시민소통 #한국원자력환경공단 #방폐물,"원자력이 환경에 미치는 영향,또는 현실에 필요한 이유등 자세한 공부를 하신 분들의 많은 지원을 응원합니다
굿
[한국원자력환경공단] KORAD 시민참여 혁신단 모집에 많은 인제들이 응모가 되었으면 합니다."
