검색 키워드,검색 범위,글제목,등록일(제안),분야,처리기관(제안),현황및문제점(제안),개선방안(제안),기대효과(제안),첨부파일여부(제안),검토내용(결과),실시결과(결과),첨부파일여부(결과),처리기관(결과),등록일(결과)
원전,내용,교육청 홈페이지에서 부서 및 담당자 업무공개시 부서위치 추가 제안,2020-01-07,교육/문화/체육/관광,대전광역시교육청,1.현재는 교육청 홈페이지에서 담당자를 찾을때 무슨 과! 담당 누구! 연락처! 업무로만 되어 있습니다  2.원하는 부서를 찾아 가기 위해서는 해당 과에 전화를 해서 위치를 물어 보아야 하는 번거로움이 있습니다  3.교육청을 처음 방문하시거나 어쩌다 방문하시는 분들은 본인이 원하는 해당과 위치를 찾기가 어렵습니다,"1.현재 홈페이지에 해당과, 담당자, 연락처로만 되어 있는 곳에 해당과에( 장소 ) 위치를 추가로 넣어 공지를 합니다 ** 예를 들어** **총무과 """"""(본청 2층)"""""" 위치추가함 이철주과장 560-4021 ○ 총무과 업무 총괄  첨부파일을 참고해 주세요",1.홈페이지 검색만으로 민원인이 원하는 해당과를 편리하게 찾을수 있습니다  2.민원인이 해당과 위치를 물어보는 민원전화를 줄일수 있습니다  3.적극적인 행정으로 민원인의 불편을 줄여줍니다,"
위치안내1.jpg
위치안내2.jpg","김인환님 안녕하십니까! 대전교육발전을 위한 관심에 감사드립니다. 귀하가 제안하신 교육청 홈페이지에서 부서 및 담당자 업무공개 시 부서위치 추가와 관련하여 답변 드리겠습니다.  ◦ 귀하께서 제안해주신 내용은 우리교육청 홈페이지 이용 편의를 높일 수 있는 의견으로 판단되며 귀하의 의견을 적극 반영하도록 하겠습니다. ◦ 우리교육청 홈페이지의 각 부서별 사무분장 페이지 내에 제안해주신 내용과 같이 해당 부서의 위치(예: 본청 3층)를 추가하고, 청사안내 페이지를 추가로 링크시켜 홈페이지 사용자의 편의성을 높일 수 있도록 하겠습니다.  귀하의 제안과 관련하여 그 밖의 문의사항이 있으실 경우, 대전광역시교육청 혁신정책과 주무관 김영민(☎ 042-616-8636)에게 연락주시기 바랍니다. 감사합니다.","김인환님 안녕하십니까!  귀하가 제안하신 교육청 홈페이지에서 부서 및 담당자 업무공개 시 부서위치 추가가 완료되었음을 안내드립니다.  귀하의 제안과 관련하여 그 밖의 문의사항이 있으실 경우, 대전광역시교육청 혁신정책과 주무관 김영민(☎ 042-616-8636)에게 연락주시기 바랍니다.  감사합니다.",,대전광역시교육청,2020-01-09
원전,내용,교육청 홈페이지에서 부서 및 담당자 업무공개시 부서위치 추가 제안,2020-01-07,교육/문화/체육/관광,대구광역시교육청,1.현재는 교육청 홈페이지에서 담당자를 찾을때 무슨 과! 담당 누구! 연락처! 업무로만 되어 있습니다  2.원하는 부서를 찾아 가기 위해서는 해당 과에 전화를 해서 위치를 물어 보아야 하는 번거로움이 있습니다  3.교육청을 처음 방문하시거나 어쩌다 방문하시는 분들은 본인이 원하는 해당과 위치를 찾기가 어렵습니다,"1.현재 홈페이지에 해당과, 담당자, 연락처로만 되어 있는 곳에 해당과에( 장소 ) 위치를 추가로 넣어 공지를 합니다 ** 예를 들어** **총무과 """"""(본청 2층)"""""" 위치추가함 이철주과장 560-4021 ○ 총무과 업무 총괄  첨부파일을 참고해 주세요",1.홈페이지 검색만으로 민원인이 원하는 해당과를 편리하게 찾을수 있습니다  2.민원인이 해당과 위치를 물어보는 민원전화를 줄일수 있습니다  3.적극적인 행정으로 민원인의 불편을 줄여줍니다,"
위치안내1.jpg
위치안내2.jpg","안녕하십니까? 대구교육의 발전을 위해 귀하신 의견을 주심에 깊이 감사드리며, 귀하께서 제안하신 내용에 (1AB-2001-001198) 대해 다음과 같이 답변 드립니다.  우리 대구광역시교육청은 홈페이지 <교육청안내>-<조직도 및 전화번호>-<직원찾기> 메뉴에서 직원들의 직위, 성명, 담당업무를 공개하고 있습니다. 귀하의 제안은, 홈페이지에서 담당자 사무실 위치를 확인하는데 번거로움이 없도록 사무실 위치를 직원찾기 메뉴에 함께 표기하는 내용으로 이해됩니다.  귀하께서 제안하신 내용은 대구광역시교육청 홈페이지에 즉시 반영 하였으며, 더불어 대구광역시교육청 홈페이지 <교육청안내>-<오시는길>-<청사안내> 메뉴도 이용해주셔서 우리교육청을 찾아주시는데 도움이 되셨으면 합니다.  앞으로도 대구교육에 대한 관심과 성원을 부탁드리오며, 더 궁금하신 점이 있으시면 대외협력담당관 김한섭주무관(전화 053-231-0054 메일 xmanhero@korea.kr)에게 문의 주시면 성심으로 안내 드리겠습니다. 감사합니다.",귀하께서 제안하신 내용은 대구광역시교육청 홈페이지에 즉시 반영 하였습니다.,,대구광역시교육청,2020-01-14
원전,내용,교육청 홈페이지에서 부서 및 담당자 업무공개시 부서위치 추가 제안,2020-01-07,교육/문화/체육/관광,광주광역시교육청,1.현재는 교육청 홈페이지에서 담당자를 찾을때 무슨 과! 담당 누구! 연락처! 업무로만 되어 있습니다  2.원하는 부서를 찾아 가기 위해서는 해당 과에 전화를 해서 위치를 물어 보아야 하는 번거로움이 있습니다  3.교육청을 처음 방문하시거나 어쩌다 방문하시는 분들은 본인이 원하는 해당과 위치를 찾기가 어렵습니다,"1.현재 홈페이지에 해당과, 담당자, 연락처로만 되어 있는 곳에 해당과에( 장소 ) 위치를 추가로 넣어 공지를 합니다 ** 예를 들어** **총무과 """"""(본청 2층)"""""" 위치추가함 이철주과장 560-4021 ○ 총무과 업무 총괄  첨부파일을 참고해 주세요",1.홈페이지 검색만으로 민원인이 원하는 해당과를 편리하게 찾을수 있습니다  2.민원인이 해당과 위치를 물어보는 민원전화를 줄일수 있습니다  3.적극적인 행정으로 민원인의 불편을 줄여줍니다,"
위치안내1.jpg
위치안내2.jpg","제안자님, 안녕하십니까? 광주광역시교육청 교육자치과에서 홈페이지 업무를 담당하고 있는 정경화입니다. 광주교육발전을 위한 관심에 감사드리며, 귀하께서 제안하신 내용에 대하여 답변 드리겠습니다.  귀하의 제안 요지는 광주광역시교육청 홈페이지에 부서 및 담당자 업무 공개시 부서위치를 추가하여 사용자 편의성 향상에 노력해야 하는 것으로 이해됩니다.  우리시 교육청에서는 담당자 업무공개 페이지와 청사배치도 페이지를 운영하고 있으나 제안자님의 제안을 수용하여 담당자 검색시에도 동일 페이지 내에서 부서위치를 확인 할 수 있도록 부서명 옆에 부서위치를 표시하였습니다.  위 내용과 관련하여 더 궁금한 사항은 광주광역시교육청 교육자치과 정경화(☏062-380-4494, 메일(ckh7459@korea.kr)에게 연락주시면 성실하게 답변 드리겠습니다. 다시 한 번 우리 교육청에 관심을 가져 주심에 감사드리며, 늘 건강과 행복이 함께하시기를 기원합니다. 감사합니다.",광주광역시교육청에서는 담당자 업무공개 페이지와 청사배치도 페이지를 운영하고 있으나 제안자님의 제안을 수용하여 담당자 검색시에도 동일 페이지 내에서 부서위치를 확인 할 수 있도록 부서명 옆에 부서위치를 표시하였습니다.,,광주광역시교육청,2020-01-09
원전,내용,교육청 홈페이지에서 부서 및 담당자 업무공개시 부서위치 추가 제안,2020-01-07,교육/문화/체육/관광,경상북도교육청,1.현재는 교육청 홈페이지에서 담당자를 찾을때 무슨 과! 담당 누구! 연락처! 업무로만 되어 있습니다  2.원하는 부서를 찾아 가기 위해서는 해당 과에 전화를 해서 위치를 물어 보아야 하는 번거로움이 있습니다  3.교육청을 처음 방문하시거나 어쩌다 방문하시는 분들은 본인이 원하는 해당과 위치를 찾기가 어렵습니다,"1.현재 홈페이지에 해당과, 담당자, 연락처로만 되어 있는 곳에 해당과에( 장소 ) 위치를 추가로 넣어 공지를 합니다 ** 예를 들어** **총무과 """"""(본청 2층)"""""" 위치추가함 이철주과장 560-4021 ○ 총무과 업무 총괄  첨부파일을 참고해 주세요",1.홈페이지 검색만으로 민원인이 원하는 해당과를 편리하게 찾을수 있습니다  2.민원인이 해당과 위치를 물어보는 민원전화를 줄일수 있습니다  3.적극적인 행정으로 민원인의 불편을 줄여줍니다,"
위치안내1.jpg
위치안내2.jpg","안녕하십니까? 경상북도교육청 재무정보과 이성웅 주무관입니다.  먼저 우리교육청의 홈페이지에 대해 관심을 가져주시는 귀하께 진심으로 감사드리며, 귀하께서 제안해주신 「교육청 홈페이지에서 부서 및 담당자 업무공개시 부서위치 추가 제안」에 대해 다음과 같이 답변을 드립니다.  1. 제안하신 내용은 홈페이지에서 직원 검색 결과에 근무 위치가 표시되지 않아 확인을 해야 하는 번거로움이 있으니, 홈페이지에 직원의 근무 위치를 추가하여 안내해 민원인의 불편함을 해소하고자 하는 의견이라 생각됩니다.  2. 따라서, 제안인의 의견을 수용해 홈페이지 업무분장에 직원들의 근무 위치를 추가하여 안내할 수 있도록 개선하였습니다.  3. 경상북도교육청 홈페이지에 관심을 가지고 제안해주신 점에 대하여 다시 한 번 깊은 감사드리며, 추가 문의 사항이 있으신 경우 경상북도교육청 재무정보과 이성웅 주무관 (☏054-805-3857, leesu1006@gyo6.net)에게 연락주시면 친절히 답변 드리도록 하겠습니다. 감사합니다.",귀하께서 제안해주신 「교육청 홈페이지에서 부서 및 담당자 업무공개시 부서위치 추가 제안」(1AB-2001-001196)에 대해 의견을 수용해 홈페이지 업무분장에 직원들의 근무 위치를 추가하여 안내할 수 있도록 개선하였음을 알려드립니다.,"
개선화면.png",경상북도교육청,2020-01-08
원전,내용,교육청 홈페이지에서 부서 및 담당자 업무공개시 부서위치 추가 제안,2020-01-07,교육/문화/체육/관광,강원도교육청,1.현재는 교육청 홈페이지에서 담당자를 찾을때 무슨 과! 담당 누구! 연락처! 업무로만 되어 있습니다  2.원하는 부서를 찾아 가기 위해서는 해당 과에 전화를 해서 위치를 물어 보아야 하는 번거로움이 있습니다  3.교육청을 처음 방문하시거나 어쩌다 방문하시는 분들은 본인이 원하는 해당과 위치를 찾기가 어렵습니다,"1.현재 홈페이지에 해당과, 담당자, 연락처로만 되어 있는 곳에 해당과에( 장소 ) 위치를 추가로 넣어 공지를 합니다 ** 예를 들어** **총무과 """"""(본청 2층)"""""" 위치추가함 이철주과장 560-4021 ○ 총무과 업무 총괄  첨부파일을 참고해 주세요",1.홈페이지 검색만으로 민원인이 원하는 해당과를 편리하게 찾을수 있습니다  2.민원인이 해당과 위치를 물어보는 민원전화를 줄일수 있습니다  3.적극적인 행정으로 민원인의 불편을 줄여줍니다,"
위치안내1.jpg
위치안내2.jpg","1. 안녕하십니까? 강원도교육청 총무과 윤선수입니다. 먼저 강원교육발전을 위한 소중한 제안에 감사드리며, 귀하께서 신청하신 제안(1AB-2001-001190)에 대해 다음과 같이 답변 드립니다. 2. 귀하의 민원내용은 ‘강원도교육청 홈페이지 조직도 메뉴에서 부서 및 담당자 검색 시, 해당 담당자의 부서 위치를 알 수 있도록 정보를 추가 제공’하는 것으로 이해됩니다. 3. 귀하의 질의사항에 대하여 검토한 의견은 다음과 같습니다. 현재, 강원도교육청 홈페이지 교육청소개 > 찾아오시는길 > 층별안내에서 각 부서의 위치 정보를 제공하고 있지만, 조직도 메뉴에서는 제공하고 있지 않습니다. 민원인이 좀 더 쉽게 부서 위치를 찾을 수 있도록 정보를 추가 제공하는 방향으로 검토하겠습니다. 4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변내용에 대한 추가 설명이 필요한 경우, 강원도교육청 총무과 윤선수 (☎033-258-5395, yoonsunsu@korea.kr)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.","안녕하십니까? 강원도교육청 총무과 오동건입니다. 강원교육발전 및 누리집(홈페이지)시스템의 활용 방안을 위한 소중한 제안에 감사드리며, 제안 실시가 지연되었던 점에 대하여 사과드립니다. 귀하께서 신청하신 제안 사항에 대한 실시결과를 안내드립니다. 강원도교육청 누리집(홈페이지)의 조직도 메뉴에 도교육청 직원의 부서 위치를 확인할 수 있도록 개선이 되었습니다. 아래 연결주소에서 바로 확인이 가능합니다. https://www.gwe.go.kr/module/jojik/jojikUserList.do?siteId=kr&id=kr_070500000000  추가 설명이 필요한 경우, 강원도교육청 총무과 오동건 (☎033-258-5395, odg0905@korea.kr)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",,강원도교육청,2020-01-23
원전,내용,교육청 홈페이지에서 부서 및 담당자 업무공개시 부서위치 추가 제안,2020-01-07,교육/문화/체육/관광,인천광역시교육청,1.현재는 교육청 홈페이지에서 담당자를 찾을때 무슨 과! 담당 누구! 연락처! 업무로만 되어 있습니다  2.원하는 부서를 찾아 가기 위해서는 해당 과에 전화를 해서 위치를 물어 보아야 하는 번거로움이 있습니다  3.교육청을 처음 방문하시거나 어쩌다 방문하시는 분들은 본인이 원하는 해당과 위치를 찾기가 어렵습니다,"1.현재 홈페이지에 해당과, 담당자, 연락처로만 되어 있는 곳에 해당과에( 장소 ) 위치를 추가로 넣어 공지를 합니다 ** 예를 들어** **총무과 """"""(본청 2층)"""""" 위치추가함 이철주과장 560-4021 ○ 총무과 업무 총괄  첨부파일을 참고해 주세요",1.홈페이지 검색만으로 민원인이 원하는 해당과를 편리하게 찾을수 있습니다  2.민원인이 해당과 위치를 물어보는 민원전화를 줄일수 있습니다  3.적극적인 행정으로 민원인의 불편을 줄여줍니다,"
위치안내1.jpg
위치안내2.jpg","안녕하십니까? 인천광역시교육청 홈페이지 담당자 이현수입니다. 귀하의 공모 제안에 대해 다음과 같이 회신하여 드립니다.  귀하의 제안 요지는 ‘부서 홈페이지 업무분장에 부서 위치 추가’로 이해됩니다.  제안해 주신 의견에 대한 검토 결과 적절한 의견으로 판단되어 각 부서별 홈페이지에 부서 위치 탭을 추가하여 해당 부서의 위치를 정확히 파악할 수 있도록 부서 위치를 표시한 이미지를 탑재하도록 하겠습니다.  인천광역시교육청 홈페이지와 관련하여 추가적으로 문의 사항이 있으시면 인천광역시교육청 정보지원과 이현수 주무관(032-420-7623)에게 전화 주시면 성실하게 답변 드리겠습니다.  인천광역시교육청 업무에 관심을 가져주신 데 대해 다시 한번 감사드리며, 앞으로도 적극적인 제안 참여를 부탁드립니다.",각 부서홈페이지 업무분장 옆 부서위치 추가 완료(2020. 1. 9.),,인천광역시교육청,2020-01-16
원전,내용,각 시.구청 홈페이지에서 부서 및 담당자 업무공개시 부서위치 추가 제안,2020-01-07,행정/자치/안전,인천광역시,1.현재는 각 시.구청 홈페이지에서 담당자를 찾을때 무슨 과! 담당 누구! 연락처! 업무로만 되어 있습니다  2.원하는 부서를 찾아 가기 위해서는 해당 과에 전화를 해서 위치를 물어 보아야 하는 번거로움이 있습니다  3.각 시.구청을 처음 방문하시거나 어쩌다 방문하시는 분들은 본인이 원하는 해당과 위치를 찾기가 어렵습니다,"1.현재 홈페이지에 해당과, 담당자, 연락처로만 되어 있는 곳에 해당과에( 장소 ) 위치를 추가로 넣어 공지를 합니다 ** 예를 들어** **총무과 """"""(본청 2층)"""""" 위치추가함 이철주과장 560-4021 ○ 총무과 업무 총괄  첨부파일을 참고해 주세요",1.홈페이지 검색만으로 민원인이 원하는 해당과를 편리하게 찾을수 있습니다  2.민원인이 해당과 위치를 물어보는 민원전화를 줄일수 있습니다  3.적극적인 행정으로 민원인의 불편을 줄여줍니다,"
위치안내1.jpg
위치안내2.jpg","1. 안녕하십니까? 먼저 시정에 관심을 가져주시고 좋은 제안을 해주신 귀하께 감사드립니다. 2. 귀하께서 제안해주신 내용은 “인천시청 홈페이지 내 부서정보에 위치정보 추가”로 이해됩니다. 3. 현재 우리시 웹사이트는 “부서정보(부서명, FAX번호), 직원정보(직위, 담당자, 전화번호, 담당업무)”를 서비스하고 있습니다. 4. 인천광역시 웹사이트를 이용하는 시민의 편의성 증진을 위해 귀하께서 제시해주신 제안을 적극 검토하여 부서정보에 “위치정보”를 추가하여 반영하도록 하겠습니다. 5. 다만, 현재 서비스 중인 부서 정보는 내부행정시스템과 연계되는 자료로써 프로그램 개발을 하여 서비스하기까지 다소 시일이 걸릴 수 있음을 양해 부탁드립니다. 6. 다시 한번 귀하의 고견에 감사드리며, 답변 내용에 대한 추가 설명이 필요한 경우 정보화담당관실 양승민 주무관 (☏032-440-2323) 에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.","1. 안녕하십니까? 먼저 시정에 관심을 가져주시고 좋은 제안을 해주신 귀하께 감사드립니다. 2. 귀하께서 제안해주신 내용인 “인천시청 홈페이지 내 부서정보에 위치정보 추가” 사안이 2020. 2. 14일자로 홈페이지>조직도에 반영되었습니다. 3. 이해를 돕기 위해 조직도 캡쳐화면을 첨부하오니 참고하여 주시기 바랍니다. 4. 다시 한번 귀하의 고견에 감사드리며, 답변 내용에 대한 추가 설명이 필요한 경우 정보화담당관실 양승민 주무관 (☏032-440-2323)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",,인천광역시,2020-01-08
원전,내용,엘이디 조명에 관한 건,2017-06-21,산업/방송/통신/과학,산업통상자원부,"국가적으로 엘이디 조명 교체사업이 진행되고 있고 더불어 적극적인 홍보활동에 따라 일반 국민들도 엘이디조명에 관심을 갖게되어 자비로 각 가정에 엘이디 조명 교체를 하고 있습니다. 기존 조명에 비해 가격은 비싸지만 교체를 하는 이유로는 장수명과 에너지 절약으로 인한 각 가정의 전기료의 부담을 조금이라도 낮추려는 생각에서 사비를 부담하면서 교체하는데 교체후의 만족도는 형편이 없습니다. 만족도가 떨어지는 이유로는 첫째, 수명입니다. 그러나 시장구매한 제품들이 대다수 1년도 못가서 점등불량이 발생하고 있습니다. 현실이 이러다보니 심지어 종래조명으로 돌아가는 경우까지 발생하고 있는 현실입니다. 더욱이 얼마전 엘이디 조명의 보증수명을 6개월로 한다는 기사도 보았습니다. 엘이디산업에 40년을 종사한 본인으로서는 도저히 이해 불가한 내용을 접해서 벼르고 별러서 제안을 하게되었습니다.",엘이디조명은 아주 작은 발광다이오드의 전자적효과에 의해 발광하는 것입니다. 즉 엘이디조명은 엘이디소자들의 집합체입니다. 다만 엘이디는 직류전원(DC)에 의해 구동되므로 AC 220V를 받아 엘이디를 구동할수 있는 DC로 전환하는 장치인 컨버터 혹은 파워써프라이라는 부속장치를 통과하여 점등하게 됩니다. 그런데 시장에서 판매되는 제품의 대부분이 중국제이고 한국제인 경우도 중국제와의 가격경쟁 때문에 부실한 조명을 만들어 경쟁을 하다보니 피해자는 소비자들 뿐입니다. 국내에는 많은 인증기관이 있고 기관에 종사하는 유능한 석학들도 많은데 그런 불량제품을 인증을 내주는 것을 보면 모르는거지? 모른척 하는건지? 수입업자들과 유착관게에 있는건 아닌지? 의구심이 들때가 많습니다. 나 나름대로 한국엘이디산업의 선구자라 자처했는데 이런 상황에 도저히 못견디고 나이 70에 전업을 하였습니다. 결론적으로 엘이디는 수명이 없습니다. 즉 제대로 만들면 태어날때 본 조명이 죽을때까지 켜있어야 합니다. 엘이디소자의 제대로된 사용과 제대로 만든 파워써프라이를 사용한다면 수명은 잊어버려도 됩니다. 내가 사는 집이나 사무실 모두 설치한지 10년이 넘었어도 전혀 불량이 없습니다. 부디 엘이디를 알고 정책을 입안하셔서 제대로된 제품이 소비자들에게 보급되기를 간절히 바랍니다.,조사해 보면 알겠지만 제대로 조명을 만들던 한국의 엘이디조명회사는 대부분 망했습니다. 그나마 규모가 있는 모기업을 백그라운드로 설립한 몇 회사들만 살아남아 명맥을 유지하고 있고 중국에서 대량으로 수입하는 유통업자들만 흥청거리는 실정입니다. 사드로 인해 중국에 그렇게 보복을 당하면서도 엘이디조명이라도 제대로된 인증과 검사를 못하는지? 안하는지? 이렇게 시장을 엉뚱한 길로 가는것을 보고 있습니까? 관계부서분들 한국인 맞습니까? 부디 엄격한 인증을 통해서 중소기업도 살리고 일반 가정에 보급되는 제품도 역시 엘이디가 좋네 하는 소리가 나오기를 바랍니다. 더욱이 원전불가론까지 대두되는 마당에 보급율을 올려서 발전소 한곳이라도 절약하는 그 날이 오기를 기대합니다.,,"귀하의 제안이 채택된 후 재심사 요청되는 등 국민신문고 시스템 오류로 인하여, 아래와 같이 기존 답변으로 재심사 결과를 등록해드리니 참고하시기 바랍니다.   -----------------------------------------------아 래----------------------------------------------------------------  1. 안녕하십니까? 국민과함께하는 산업통상자원부입니다. 2. 귀하께서 국민신문고에 신청하신 제안(1AB-1706-004443, 1AB-1706- 006399)에 대하여 아래와 같이 답변합니다.  [제안] ㅇ 불량 LED조명의 유통으로 인한 소비자 피해를 예방하고 나아가 국내 LED생산기업의 경쟁력 강화를 위해 - LED광원을 구동하는 컨버터 등 조명기기 부품류의 시험인증항목에 수명과 관련된 사항을 추가하여 엄격한 인증심사를 통해 양질의 LED조명을 보급할 수 있도록 개선 - 인증받은 제품과 유통제품이 차이가 있는 경우 즉시 인증취소 등 엄격한 사후관리  [답변](부분채택) ㅇ LED조명기기와 관련하여 KS C 7653(매입형 및 고정형 LED등기구) 등 11종의 전문 표준이 제정되어 있으며, 조명기기 안전관련 KS C IEC 60598-1(등기구 - 일반) 등 20여종의 표준이 제정되어 있습니다. - 또한, KS C IEC62031(LED모듈), KS C 7655(LED모듈전원공급용 컨버터)등 LED광원과 관련 부속품류의 표준도 제정되어 있습니다. ㅇ 귀 제안과 같이 수명과 관련하여 정격수명을 보증하기 위한 KS C 7653에서는 내구성시험 항목을 규정하고 있으며, LED구동용 컨버터에 대해서는 KS C 7655에서 열충격 시험 및 개폐시험(1000회 이상)을 실시하여 수명보증을 대신하고 있습니다. - 따라서 LED광원을 사용하는 조명기기류의 표준화는 이미 KS표준으로 정립되어 있고, 수명에 대한 사항도 KS표준의 시험항목으로 규정되어 있음을 알려드립니다.  ㅇ 다만, 사후관리강화와 관련한 귀하의 제안을 채택하여 LED조명에 대해서도 2017년 시판품조사 대상에 포함하고, - 인증제품과 다른 불량 KS제품의 유통을 차단하기 위해 연중 상시적으로 시판품 조사를 실시하여 KS기준에 미달하는 제품에 대해서는 행정처분하는 등 엄격한 사후관리가 될 수 있도록 조치해 나갈 예정입니다.   3. 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 산업통상자원부 전기전자표준과 김종오연구관(☏043-870-5366, kimjoh@ korea.kr), 표준조정과 최은진연구사(☏043-870-5389, eunjinchoi@korea. kr)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.",2017년 시판품조사대상에 포함하여 실시완료,,산업통상자원부,2017-08-30
원전,내용,단체인원 조정,2013-07-10,산업/방송/통신/과학,과학기술정보통신부,"안녕하십니까? 저는 경기도 화성시 소재 홍익디자인고등학교 2학년 2반 담임 이강원입니다. 7월 16일 전일제 창의적체험학습활동을 앞두고 체험학습장소를 찾던 중 국립과천과학관을 방문학습 하기로 하고 홈페이지에 들어와 정보를 수집하던 중, 단체할인 입장료의 적용 인원이 20명인 것을 알았습니다. 우리 반은 전체 인원이 19명이고, 그 중 운동부 학생은 체험학습 행사에는 참가하지 않으므로 단체할인 적용인원에는 미치지 못합니다. 우리 학교의 다른 반도 정원이 17명인 학급이 두 반이나 더 있고, 운동부를 제외하면 더 많이 나올 것으로 생각됩니다. 자라나는 청소년들에게는 호기심과 상상력을 자극하여 창의력을 키워주고, 어른들에게는 과학기술의 중요성을 인식하고 확산시키는 ‘과학기 술 대중화’의 중심기관이 되고자 국가에서 설립하여 운영하는 귀 귀관의 목표로 볼 때, 우리 학급과 같은 상황의 학급이 전국적으로는 많을 것으로 생각되므로 단체할인 적용인원의 하향 또는 탄력적 운영이 필요하다고 생각합니다. 이러한 문제로 귀 기관에 민원전화를 넣으니(7월3일 09시02분, 02-3677-1500) 안내원의 말씀이 이런 경우 그냥 20명으로 단체할인적용가로 입장권을 구입하라고 합니다. 그러면 학생들은 1500원으로 입장하니 전체적으로 이득이지 않느냐고 말씀하셨습니다. 존재하지도, 입장하지도 않는 인원의 입장료를 내고, 전체적으로는 이득이니 그냥 그리하라는 말씀은 이해가 가지 않았습니다. 이렇게 하는게 국가에서 설립한 기관이 할 일인가? 하는 섭섭함이 밀려 왔습니다.  저의 의견은 1. 단체할인 적용 인원의 하향(10명) 또는 폐지. 2. 이것이 무리일 경우 탄력적 운용 : 학급단위 또는 동아리단위일 경우는 인원수 제한 않음.  국가기관이 우리와 같은 작은 학급을 차별한다는 것은 있을 수 없는 행동이라고 생각합니다.",,,,"안녕하세요.. 선생님.  국립과천과학관입니다. 지난 번에 민원 제기해 주신 학급단위 소규모 단체에의 단체요금 할인 적용에 대해서는 관련 규정 개정을 추진하고 있습니다. 다만, 지난번에 접수해 주신 국민신문고 민원 내역에 대해서 제가 시스템에 관한 이해 부족으로 잘못 체크함에 따른 후속조치로 부득이 본 메시지가 발송됨을 양해하여 주시기 바랍니다. 10월 이후에 관련 처리 여부를 별도로 통보 드리겠습니다. 항상 건승하시기를 기원합니다.",학급단위 소규모 단체에의 단체요금 할인 적용에 대한 규정 개정 추진 중,,과학기술정보통신부,2013-10-01
원전,내용,국민주택기금 주택구입자금과 전세자금대출시 신혼부부인 경우 자격 요건 완화해 주세요,2010-11-25,국토/교통/농림/해양,국토교통부,"국민주택기금 주택 구입자금대출은 부부합산 연소득 2천만원이하인 자를 대상으로 하고 전세자금대출의 경우에는 본인 소득을 기준으로 연소득3천만원이하인 경우 신청이 가능하며, 세대원전원의 무주택 기간이 6개월이상 되어야 하는 것으로 알고 있습니다.  신혼부부인 경우 주거안정등을 우선으로 고심하므로 자녀출산을 뒤로 미룰수 밖에 없고 이것이 저출산으로 이어지는 현상이 발생되므로 국가적으로도 손해라 생각됩니다.  신혼부부는 주거안정을 위해 맞벌이를 하는 경우가 대부분입니다. 이에 구입자금대출의 대상조건인 부부합산 연소득2천만원을 초과하는 경우가 대부분이라 볼수 있으며, 전세자금대출의 대상기준인 본인소득이 3천만원이하 또한 해당되지 않는 경우가 실질적으로 많으리라 봅니다.  무주택 기간 또한 별도의 기간을 두지 않고 대출신청 시점을 기준으로 하여 정하여 준다면 신혼부부의 주거안정에 대단히 도움이 되리라 사료됩니다.  국가적으로도 저출산에 대한 우려가 많은 것이 사실이므로 자녀출산을 장려한다면 현행의 기금대상 기준이되는 연소득 부분과 무주택기간 6개월이상 규정을 완화하여 미래를 책임질수 있는 신혼부부들에게 내집마련등 주거안정을 이룰수 있도록 제도를 보완해 주실것을 부탁드립니다.감사합니다.",,,,"국토해양행정에 관심과 애정을 가지고 의견을 보내주신 원성원님께 감사의 말씀을 드리며 보내주신 의견에 대하여 아래와 같이 답변드립니다.  < 제안요지 > - 저출산 장려를 위해 신혼부부가 주택구입자금과 전세자금대출을 신청할 때 연소득기준과 무주택기간 완화 요청  < 제안에 대한 답변 > 1) 귀하께서 제안하신 저출산 장려를 위한 신혼부부에 대한 연소득기준과 무주택기간 완화 요청에 대해서는 국가 차원에서도 여러 가지 방면으로 검토중에 있음을 알려드리며, 우리부에서도 현재 다방면으로 고심중에 있는 사항을 지적해 주셔서 감사의 말씀을 드립니다.  2) 국민주택기금대출 지원요건은 기금운영여건 및 타이용자와의 형평성, 기타 제반요소등을 종합적으로 고려하여 충분히 검토하여 개선해 나갈것을 약속드리오니 참조하시기 바랍니다. 감사합니다.끝.",-,,국토교통부,2010-11-26
